b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
29,19,12,24,44,13,22,28,23,27,0,3,7,5,222,141
46,49,32,48,14,31,23,28,23,26,0,4,8,6,212,220
4,42,37,36,32,29,24,28,23,25,0,5,9,7,222,180
14,27,5,33,4,18,24,29,22,25,1,0,10,8,132,101
36,30,32,46,29,1,25,29,22,24,0,1,11,9,222,174
46,35,11,5,10,43,26,29,21,24,0,2,12,10,303,150
25,49,35,45,38,32,25,29,21,25,1,3,13,0,113,224
12,30,43,25,4,29,24,29,22,25,2,4,0,1,321,143
35,20,5,41,27,15,23,29,22,26,3,5,1,0,024,143
49,28,10,20,11,6,24,29,22,25,0,6,2,1,212,124
42,18,13,26,16,20,25,29,22,24,0,7,3,2,222,135
43,28,44,13,40,6,25,29,22,24,1,8,0,3,411,174
36,41,13,38,2,23,25,29,22,24,2,9,1,0,114,153
41,39,46,49,36,45,25,30,22,23,3,0,2,1,131,256
16,35,10,2,3,42,26,30,21,23,0,1,3,2,222,108
24,46,28,37,17,23,26,30,22,22,1,2,0,3,312,175
10,6,18,31,46,15,27,30,21,22,0,3,1,4,330,126
44,20,15,17,14,30,27,30,20,23,1,4,2,0,024,140
2,19,30,7,29,44,27,29,20,24,2,5,3,0,213,131
35,9,26,36,15,25,26,30,20,24,3,0,4,1,132,146
23,49,8,48,15,34,27,30,20,23,0,1,5,2,122,177
5,16,38,18,1,45,27,30,20,23,0,2,6,3,222,123
10,41,20,3,13,35,27,29,20,24,1,3,7,0,213,122
39,18,6,22,2,21,27,29,20,24,2,0,8,1,141,108
45,29,28,39,3,40,27,29,20,24,3,0,9,2,231,184
16,23,15,24,43,13,27,29,21,23,4,1,0,3,321,134
4,24,35,47,26,6,27,29,20,24,5,2,1,0,123,142
42,11,3,2,6,44,28,29,19,24,0,3,2,1,033,108
5,10,46,35,22,28,28,29,19,24,1,4,0,2,402,146
11,13,48,41,31,4,28,29,19,24,2,5,0,3,312,148
23,11,47,43,15,40,27,29,19,25,3,6,1,0,213,179
13,30,12,5,25,23,28,28,19,25,0,7,2,1,222,108
36,19,10,9,3,44,28,29,18,25,1,0,3,2,231,121
