b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
12,41,24,33,43,14,22,28,21,29,7,0,2,4,132,167
22,12,36,5,23,34,23,28,20,29,0,1,3,5,222,132
36,40,8,12,32,16,24,28,20,28,0,2,4,6,222,144
47,39,33,12,24,32,23,29,20,28,1,0,5,7,042,187
15,41,32,29,23,25,23,29,19,29,2,1,6,0,114,165
8,24,6,40,28,29,24,28,19,29,0,2,7,1,222,135
20,10,5,32,29,38,24,28,19,29,1,3,8,0,105,134
41,35,48,10,15,9,23,29,19,29,2,0,9,1,132,158
39,9,25,20,33,22,23,30,18,29,3,0,10,2,231,148
33,32,10,5,8,30,23,30,17,30,4,1,11,0,123,118
29,28,35,9,3,38,23,29,17,31,5,2,12,0,123,142
9,15,13,33,12,47,23,30,17,30,6,0,13,1,141,129
12,4,15,37,6,42,23,31,17,29,7,0,14,2,240,116
34,13,11,21,39,8,24,31,17,28,0,1,15,3,222,126
28,15,24,30,22,12,24,32,17,27,1,0,16,4,240,131
11,39,45,48,30,31,24,33,17,26,2,0,17,5,141,204
30,47,26,39,29,44,24,33,17,26,3,1,18,0,024,215
20,43,31,33,25,34,24,33,18,25,4,2,0,1,411,186
9,32,45,40,10,18,24,34,17,25,5,0,1,2,231,154
32,40,49,33,22,43,24,33,18,25,6,1,0,3,311,219
14,7,16,33,23,21,25,33,18,24,0,2,1,4,222,114
15,3,30,24,20,28,25,34,17,24,1,0,2,5,141,120
1,3,5,35,9,7,26,34,16,24,0,1,3,6,222,60
22,33,32,4,48,26,27,34,16,23,0,2,4,7,222,165
29,43,16,30,32,13,27,33,17,23,1,3,0,8,312,163
21,13,17,8,5,2,27,33,16,24,2,4,1,0,114,66
10,48,46,42,45,12,27,34,15,24,3,0,2,1,240,203
47,4,49,42,29,30,27,34,15,24,0,1,3,2,122,201
13,12,31,9,18,22,28,34,15,23,0,2,4,3,330,105
43,46,23,10,24,7,28,33,16,23,1,3,0,4,411,153
41,39,46,36,30,6,28,34,16,22,2,0,1,5,141,198
27,19,12,28,37,22,27,34,17,22,3,1,0,6,420,145
46,14,27,38,15,5,27,33,17,23,4,2,1,0,123,145
28,48,11,26,21,23,27,33,17,23,5,3,2,0,123,157
48,36,18,35,4,27,27,34,16,23,6,0,3,1,141,168
3,13,41,42,39,19,27,35,16,22,7,0,4,2,231,157
39,46,18,25,41,15,26,36,16,22,8,0,5,3,231,184
3,44,20,8,40,27,26,36,15,23,9,1,6,0,123,142
12,23,1,35,15,5,26,35,15,24,10,2,7,0,123,91
16,32,26,33,13,1,25,35,16,24,11,3,0,1,312,121
36,48,32,21,2,24,24,36,16,24,12,0,1,2,042,163
4,2,21,27,24,34,24,37,15,24,13,0,2,3,231,112
15,30,11,45,47,33,23,38,15,24,14,0,3,4,042,181
6,40,25,20,46,22,22,38,16,24,15,1,0,5,411,159
13,35,18,46,23,12,23,37,16,24,0,2,1,6,222,147
24,41,10,36,39,45,23,38,16,23,1,0,2,7,141,195
28,3,21,7,18,26,23,38,16,23,2,0,3,8,231,103
29,6,16,26,24,46,24,37,16,23,0,1,4,9,222,147
7,1,12,11,35,2,24,37,16,23,1,2,5,0,213,68
49,6,38,43,7,19,24,37,17,22,2,3,0,1,311,162
35,42,26,6,5,25,23,37,17,23,3,4,1,0,123,139
19,24,25,12,20,40,23,37,17,23,4,5,0,1,321,140
34,14,28,1,35,23,23,37,17,23,0,6,1,2,303,135
12,31,27,1,33,46,24,36,17,23,0,7,2,3,330,150
