b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
22,27,32,7,14,5,25,17,31,27,1,4,6,0,213,107
7,24,28,17,5,44,25,17,30,28,2,5,7,0,213,125
10,4,34,3,24,44,25,16,31,28,3,6,0,1,321,119
38,23,8,6,20,26,25,16,30,29,4,7,1,0,015,121
14,22,37,7,49,46,25,16,30,29,5,8,0,1,401,175
39,13,3,2,24,27,25,17,30,28,6,0,1,2,141,108
8,7,46,21,49,29,25,17,30,28,0,1,2,3,212,160
31,20,30,34,45,41,26,17,29,28,0,2,3,4,222,201
14,17,44,28,31,3,25,17,29,29,1,3,4,0,213,137
47,26,14,31,43,25,25,17,29,29,0,4,5,1,303,186
2,48,25,19,16,29,25,17,30,28,1,5,0,2,312,139
2,16,42,37,46,27,25,17,31,27,2,6,0,3,321,170
29,19,33,9,31,6,24,18,31,27,3,0,1,4,231,127
17,26,9,12,6,24,24,19,31,26,4,0,2,5,042,94
26,9,38,42,30,10,24,20,30,26,5,0,3,6,132,155
1,15,34,29,25,41,24,20,30,26,6,1,0,7,312,145
12,15,13,48,20,44,24,21,29,26,7,0,1,8,132,152
46,9,37,47,4,11,24,20,30,26,8,1,0,9,312,154
4,2,46,32,3,18,25,20,29,26,0,2,1,10,222,105
10,38,8,20,26,30,25,20,29,26,1,3,2,0,114,132
15,17,21,36,28,9,25,21,29,25,2,0,3,1,141,126
26,25,42,27,13,40,24,21,30,25,3,1,0,2,321,173
26,18,39,47,22,23,23,21,30,26,4,2,1,0,123,175
36,37,25,11,8,21,24,21,29,26,0,3,2,1,222,138
37,14,6,42,29,49,25,21,29,25,0,4,3,2,122,177
44,32,31,35,1,15,24,21,29,26,1,5,4,0,213,158
38,3,44,6,30,46,24,22,29,25,2,0,5,1,132,167
32,30,39,17,24,33,24,23,29,24,3,0,6,2,042,175
7,20,22,35,42,47,24,23,28,25,4,1,7,0,213,173
44,8,7,42,25,49,25,23,27,25,0,2,8,1,212,175
1,24,2,5,18,49,26,23,27,24,0,3,9,2,122,99
6,15,31,12,28,25,26,23,27,24,0,4,10,3,330,117
26,25,23,47,22,41,26,23,27,24,1,5,11,0,204,184
16,41,10,25,47,35,27,22,27,24,0,6,12,1,303,174
32,6,33,22,34,38,28,22,26,24,0,7,13,2,222,165
39,4,12,25,40,26,28,22,27,23,1,8,0,3,321,146
32,19,16,39,5,36,29,22,27,22,0,9,1,4,222,147
33,29,49,9,32,4,29,22,27,22,0,10,2,5,122,156
43,30,37,22,11,9,29,22,27,22,1,11,0,6,321,152
32,10,44,34,48,9,30,21,27,22,0,12,1,7,222,177
15,13,23,30,46,42,30,22,27,21,1,0,2,8,231,169
