b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
47,21,22,30,32,44,16,30,32,22,1,4,5,0,123,196
16,9,45,17,6,4,16,30,32,22,2,0,6,1,231,97
20,12,25,16,22,15,16,29,33,22,3,1,0,2,321,110
45,41,29,13,39,16,17,28,33,22,0,2,1,3,222,183
11,20,24,23,13,19,17,28,32,23,1,3,2,0,213,110
43,38,33,47,37,45,18,27,32,23,0,4,3,1,222,243
5,31,42,37,44,33,19,27,31,23,0,5,4,2,222,192
36,8,29,39,42,9,19,27,31,23,1,0,5,3,042,163
20,22,38,42,13,31,19,27,32,22,2,1,0,4,312,166
32,15,14,34,35,1,19,26,32,23,3,2,1,0,213,131
44,21,24,20,40,33,19,26,32,23,4,0,2,1,132,182
24,39,42,31,10,8,19,27,32,22,5,0,3,2,231,154
46,5,34,16,33,10,19,26,33,22,6,1,0,3,411,144
26,7,49,5,14,29,19,26,33,22,7,2,1,0,104,130
39,24,30,2,49,4,19,26,33,22,8,0,2,1,131,148
25,13,41,24,32,4,18,26,34,22,9,1,0,2,312,139
35,1,15,27,46,3,18,27,33,22,10,0,1,3,231,127
34,26,49,13,1,43,18,27,33,22,11,1,0,4,401,166
25,38,10,29,15,3,19,27,32,22,0,2,1,5,222,120
37,19,28,26,4,39,19,27,32,22,1,3,0,6,411,153
27,9,25,46,22,48,20,27,31,22,0,4,1,7,330,177
41,29,28,4,22,8,21,27,30,22,0,5,2,8,303,132
27,31,5,35,17,18,21,27,29,23,1,6,3,0,123,133
38,14,9,31,30,17,21,27,29,23,2,7,4,0,123,139
26,1,10,23,32,20,21,27,29,23,3,8,5,0,204,112
43,41,14,1,12,4,20,27,30,23,4,9,0,1,312,115
42,14,17,44,30,45,21,27,29,23,0,10,1,2,033,192
32,41,16,45,22,49,22,27,28,23,0,11,2,3,212,205
28,8,1,31,30,38,22,27,28,23,1,12,0,4,312,136
38,36,15,41,13,33,22,28,28,22,2,0,1,5,132,176
40,22,7,32,41,18,22,28,28,22,3,1,0,6,312,160
32,8,13,47,27,19,21,28,28,23,4,2,1,0,213,146
7,18,4,32,34,39,21,28,28,23,5,3,0,1,321,134
47,16,24,13,41,14,21,28,28,23,6,4,1,0,213,155
12,33,19,18,31,21,21,29,28,22,7,0,2,1,240,134
26,47,30,31,4,17,21,29,28,22,8,1,3,0,213,155
13,31,26,30,29,9,22,29,27,22,0,2,4,1,222,138
48,24,34,27,9,40,22,29,27,22,1,0,5,2,240,182
8,12,6,39,22,19,22,30,26,22,2,0,6,3,231,106
41,19,10,35,24,37,22,29,27,22,3,1,0,4,312,166
14,3,43,48,9,11,22,30,27,21,4,0,1,5,132,128
31,28,29,47,36,25,22,30,28,20,5,1,0,6,312,196
46,25,40,19,20,8,22,30,28,20,6,2,0,7,402,158
4,49,47,14,3,38,22,30,27,21,7,3,1,0,113,155
41,22,30,3,37,44,23,30,26,21,0,4,2,1,222,177
43,8,42,21,32,6,23,31,26,20,1,0,3,2,132,152
7,36,22,15,6,27,22,32,26,20,2,0,4,3,240,113
13,3,15,30,40,44,22,33,25,20,3,0,5,4,231,145
28,27,46,13,29,8,21,33,26,20,4,1,0,5,312,151
2,38,8,21,47,43,21,33,26,20,5,2,1,0,114,159
36,22,46,43,33,13,21,32,27,20,6,3,0,1,420,193
26,2,7,37,23,25,21,32,27,20,0,4,1,2,303,120
16,23,25,35,17,1,22,32,26,20,0,5,2,3,303,117
10,6,47,16,14,42,23,31,26,20,0,6,3,4,222,135
44,24,13,22,17,45,24,31,25,20,0,7,4,5,222,165
26,44,36,43,1,22,23,31,26,20,1,8,0,6,312,172
30,15,14,38,22,1,24,31,25,20,0,9,1,7,222,120
17,4,24,41,28,42,25,30,25,20,0,10,2,8,222,156
12,2,49,29,27,23,24,30,25,21,1,11,3,0,023,142
35,49,6,24,46,2,25,29,25,21,0,12,4,1,122,162
38,8,6,4,11,40,25,29,25,21,1,13,5,0,213,107
15,20,1,30,12,19,25,30,25,20,2,0,6,1,231,97
16,32,39,43,25,15,25,30,26,19,3,1,0,2,321,170
43,21,48,1,5,8,26,30,25,19,0,2,1,3,222,126
25,19,48,7,5,41,26,29,26,19,1,3,0,4,312,145
45,31,48,14,46,9,26,29,26,19,2,0,1,5,231,193
8,18,32,6,42,43,26,29,26,19,3,0,2,6,132,149
10,6,19,15,16,25,26,28,27,19,4,1,0,7,420,91
28,22,21,34,23,26,26,27,28,19,5,2,0,8,312,154
35,33,44,45,16,2,26,27,27,20,6,3,1,0,123,175
1,28,33,25,30,40,26,27,28,19,7,4,0,1,420,157
2,47,30,16,40,35,25,27,28,20,8,5,1,0,213,170
44,40,49,41,15,39,25,27,28,20,0,6,2,1,122,228
31,10,12,8,44,1,25,27,28,20,1,7,0,2,312,106
27,2,4,1,7,20,25,26,29,20,2,8,0,3,312,61
44,17,27,49,35,13,25,26,29,20,3,9,1,0,113,185
