b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
3,6,40,15,23,10,25,27,19,29,5,0,4,1,231,97
11,47,15,13,39,4,25,27,19,29,0,1,5,2,222,129
11,8,17,39,28,38,25,27,19,29,1,2,6,0,114,141
3,45,11,20,24,27,25,27,19,29,2,0,7,1,042,130
9,32,47,7,39,19,26,27,18,29,0,1,8,2,222,153
20,43,19,36,39,28,25,27,19,29,1,2,0,3,321,185
35,37,15,38,3,14,25,26,19,30,2,3,1,0,123,142
43,48,4,49,8,22,25,25,20,30,3,4,0,1,311,174
21,29,1,39,3,4,25,26,20,29,4,0,1,2,231,97
49,7,24,8,23,45,26,25,20,29,0,1,2,3,122,156
19,11,33,36,46,6,25,26,20,29,1,0,3,4,231,151
4,29,48,46,14,37,25,26,20,29,2,1,0,5,312,178
41,25,23,37,28,17,26,26,20,28,0,2,1,6,303,171
46,11,6,36,18,21,26,27,19,28,1,0,2,7,141,138
15,36,41,32,8,30,27,26,19,28,0,1,3,8,033,162
6,14,32,48,12,10,27,27,18,28,1,0,4,9,132,122
27,23,48,32,17,19,26,27,18,29,2,1,5,0,123,166
36,17,27,14,30,3,26,28,18,28,3,0,6,1,042,127
35,4,44,33,34,28,25,28,19,28,4,1,0,2,312,178
3,33,26,29,36,27,25,29,18,28,5,0,1,3,042,154
16,31,5,24,44,42,26,29,18,27,0,1,2,4,222,162
4,31,34,41,42,11,26,28,19,27,1,2,0,5,312,163
2,4,36,16,9,6,26,29,19,26,2,0,1,6,231,73
18,49,8,27,42,3,26,30,19,25,3,0,2,7,041,147
45,46,41,39,43,30,25,31,19,25,4,0,3,8,231,244
16,10,41,49,24,21,26,30,19,25,0,1,4,9,221,161
1,27,40,5,12,47,26,30,19,25,0,2,5,10,222,132
32,36,19,1,40,4,26,30,20,24,1,3,0,11,411,132
18,33,42,44,17,21,26,31,20,23,2,0,1,12,042,175
14,8,13,35,38,42,25,31,20,24,3,1,2,0,114,150
10,2,45,34,33,26,26,31,19,24,0,2,3,1,222,150
27,29,25,5,47,37,26,31,19,24,1,3,4,0,213,170
27,38,19,25,32,43,26,31,20,23,2,4,0,1,312,184
15,22,1,38,23,2,26,30,20,24,3,5,1,0,213,101
34,2,18,11,40,44,25,30,20,25,4,6,2,0,213,149
43,46,12,2,26,3,26,29,20,25,0,7,3,1,222,132
