b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
5,8,30,3,45,25,30,25,20,25,2,0,1,3,132,116
43,18,6,49,1,23,30,25,20,25,0,1,2,4,221,140
43,22,8,9,27,42,30,25,20,25,1,0,3,5,231,151
32,36,11,38,7,45,29,25,20,26,2,1,4,0,123,169
30,42,22,14,11,48,28,26,20,26,3,0,5,1,132,167
33,21,41,17,35,4,28,26,20,26,4,1,6,0,123,151
46,27,47,12,2,15,28,26,20,26,5,0,7,1,132,149
1,40,26,9,34,30,28,25,21,26,6,1,0,2,321,140
22,9,39,38,1,10,27,25,22,26,7,2,0,3,321,119
32,35,26,44,19,12,27,24,22,27,8,3,1,0,114,168
7,15,26,37,40,22,27,24,23,26,9,4,0,1,411,147
20,40,29,39,32,26,27,24,23,26,10,5,1,0,114,186
45,38,41,19,31,11,27,24,23,26,11,6,2,0,213,185
31,49,2,16,9,7,26,24,24,26,12,7,0,1,311,114
28,49,2,7,23,42,27,24,23,26,0,8,1,2,212,151
23,30,45,28,2,33,27,25,23,25,1,0,2,3,132,161
4,27,28,41,36,19,27,25,23,25,2,1,0,4,321,155
37,43,21,38,31,23,27,25,23,25,3,2,0,5,312,193
21,11,5,33,26,1,27,25,23,25,4,3,1,0,123,97
13,30,1,43,24,14,27,24,24,25,5,4,0,1,321,125
41,25,26,38,22,12,27,23,24,26,6,5,1,0,213,164
8,36,39,16,48,49,27,23,24,26,7,0,2,1,131,196
47,25,2,9,37,26,26,23,24,27,8,1,3,0,213,146
25,11,42,13,10,5,25,23,25,27,9,2,0,1,312,106
47,17,30,11,4,39,25,22,25,28,10,3,1,0,123,148
47,27,8,28,1,39,26,22,25,27,0,4,2,1,222,150
25,10,16,29,31,32,25,22,26,27,1,5,0,2,402,143
49,6,30,24,26,27,25,23,25,27,2,0,1,3,041,162
19,29,47,12,27,30,25,23,25,27,3,0,2,4,132,164
19,23,15,48,44,10,26,22,25,27,0,1,3,5,222,159
2,1,5,42,29,28,25,22,25,28,1,2,4,0,213,107
20,43,47,9,4,24,26,21,25,28,0,3,5,1,222,147
33,21,19,38,41,9,26,22,24,28,1,0,6,2,132,161
38,24,47,42,41,4,26,21,24,29,2,1,7,0,123,196
22,1,18,30,38,37,26,21,25,28,3,2,0,1,321,146
16,49,2,9,15,20,27,20,25,28,0,3,1,2,122,111
32,34,6,15,24,22,27,21,24,28,1,0,2,3,231,133
46,23,13,22,7,43,27,20,25,28,2,1,0,4,501,154
4,41,26,3,45,21,27,21,25,27,3,0,1,5,132,140
2,44,1,27,12,8,27,21,25,27,4,1,2,0,123,94
21,7,46,38,45,24,27,22,25,26,5,0,3,1,231,181
43,41,34,18,48,19,27,22,26,25,6,1,0,2,321,203
7,45,5,43,13,38,26,22,27,25,7,2,0,3,312,151
16,24,33,40,18,47,26,23,26,25,8,0,1,4,231,178
21,17,9,49,32,19,26,23,26,25,0,1,2,5,122,147
16,28,26,23,44,24,26,22,26,26,1,2,3,0,213,161
21,23,4,15,42,6,25,23,26,26,2,0,4,1,141,111
49,19,46,15,37,1,25,23,26,26,3,1,0,2,410,167
19,20,31,8,17,47,24,23,26,27,4,2,1,0,204,142
18,3,34,38,43,48,23,24,26,27,5,0,2,1,231,184
29,4,18,2,30,1,23,24,26,27,0,1,3,2,222,84
18,9,26,16,41,27,23,25,25,27,1,0,4,3,132,137
46,32,16,24,4,43,23,24,26,27,2,1,0,4,411,165
35,31,7,46,17,27,23,24,27,26,3,2,0,5,312,163
30,34,24,4,39,45,23,25,27,25,4,0,1,6,240,176
11,33,14,23,43,41,22,25,27,26,5,1,2,0,114,165
41,43,45,47,28,33,23,25,26,26,0,2,3,1,222,237
36,11,41,24,31,40,24,24,26,26,0,3,4,2,222,183
4,36,44,25,22,5,24,24,27,25,1,4,0,3,312,136
12,32,7,49,38,9,24,24,27,25,0,5,1,4,122,147
47,2,4,46,37,23,25,24,26,25,0,6,2,5,303,159
34,48,45,13,22,7,25,24,26,25,1,7,0,6,420,169
30,49,14,38,21,25,25,24,26,25,0,8,1,7,122,177
49,10,32,6,38,19,26,24,26,24,0,9,2,8,212,154
4,40,6,8,7,34,26,24,26,24,1,10,0,9,411,99
25,39,28,20,14,35,25,24,26,25,2,11,1,0,213,161
17,23,13,36,2,26,25,24,26,25,3,12,2,0,114,117
