b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
22,48,42,4,41,27,17,26,19,38,1,0,6,3,231,184
41,30,11,35,12,33,18,25,19,38,0,1,7,4,033,162
36,9,44,21,26,7,18,26,18,38,1,0,8,5,132,143
25,21,45,10,14,30,18,27,18,37,2,0,9,6,231,145
49,12,17,27,36,3,18,27,18,37,3,0,10,7,041,144
30,16,37,47,6,14,19,27,17,37,0,1,11,8,222,150
15,14,36,24,47,10,19,28,16,37,1,0,12,9,132,146
3,1,32,28,18,6,19,29,15,37,2,0,13,10,231,88
28,38,35,13,34,14,20,29,14,37,0,1,14,11,303,162
37,40,17,26,48,39,21,28,14,37,0,2,15,12,222,207
18,13,33,4,40,36,22,27,14,37,0,3,16,13,330,144
17,38,37,5,29,28,21,27,14,38,1,4,17,0,204,154
15,27,32,40,18,12,21,27,14,38,2,0,18,1,141,144
18,43,34,10,7,37,21,27,15,37,3,1,0,2,510,149
20,11,40,8,49,27,21,27,15,37,4,2,1,0,113,155
28,6,11,32,31,5,21,27,14,38,5,3,2,0,213,113
41,42,33,23,14,3,22,27,14,37,0,4,3,1,033,156
43,46,16,19,25,27,22,27,15,36,1,5,0,2,510,176
47,13,21,46,30,8,22,27,15,36,0,6,1,3,222,165
8,48,12,2,24,37,21,28,15,36,1,0,2,4,132,131
11,47,18,9,5,34,21,28,15,36,2,1,3,0,123,124
39,16,48,27,34,38,21,29,14,36,3,0,4,1,231,202
2,44,36,42,20,33,22,28,14,36,0,1,5,2,033,177
14,7,17,28,27,46,22,28,14,36,1,2,0,3,312,139
11,39,6,29,28,31,23,28,14,35,0,3,1,4,222,144
10,39,19,44,32,34,23,28,15,34,1,4,0,5,312,178
44,20,12,36,39,41,24,28,15,33,0,5,1,6,033,192
36,33,2,15,42,17,24,29,15,32,1,0,2,7,042,145
3,36,24,25,17,49,24,29,15,32,2,0,3,8,131,154
11,19,12,6,3,1,24,30,15,31,3,0,4,9,231,52
4,15,23,47,29,20,24,29,15,32,4,1,5,0,114,138
5,8,13,35,23,46,24,29,15,32,5,2,6,0,204,130
23,10,22,27,8,2,24,29,14,33,6,3,7,0,213,92
37,3,44,2,22,18,25,28,14,33,0,4,8,1,222,126
