b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
13,42,37,30,27,31,27,20,25,28,0,6,1,4,330,180
27,46,25,35,16,21,27,20,26,27,1,7,0,5,321,170
2,9,18,4,15,21,27,21,25,27,2,0,1,6,141,69
46,45,44,5,36,43,28,21,24,27,0,1,2,7,222,219
17,38,7,47,12,11,28,21,23,28,1,2,3,0,114,132
8,15,25,12,11,26,28,21,22,29,2,3,4,0,123,97
4,20,33,5,9,22,29,21,22,28,0,4,5,1,222,93
23,40,31,34,38,41,30,20,22,28,0,5,6,2,303,207
40,41,27,32,39,9,29,21,22,28,1,0,7,3,132,188
17,14,20,30,47,31,29,20,22,29,2,1,8,0,114,159
43,26,36,20,42,19,30,20,21,29,0,2,9,1,222,186
48,39,16,34,6,11,30,21,21,28,1,0,10,2,231,154
20,19,40,21,47,30,31,20,21,28,0,1,11,3,222,177
48,23,47,26,7,12,31,20,21,28,1,2,12,0,123,163
38,35,14,34,41,3,31,20,21,28,2,3,13,0,114,165
8,42,37,24,21,36,31,20,21,28,3,0,14,1,141,168
5,39,27,33,11,48,31,20,21,28,4,0,15,2,042,163
16,19,22,47,39,24,30,20,22,28,5,1,0,3,321,167
49,13,37,36,22,34,29,20,23,28,6,2,0,4,410,191
12,36,43,46,27,31,29,20,23,28,0,3,1,5,330,195
33,47,2,26,43,41,28,20,23,29,1,4,2,0,114,192
18,38,47,23,6,45,29,20,22,29,0,5,3,1,033,177
7,19,41,37,12,27,29,20,23,28,1,6,0,2,321,143
15,27,24,17,48,37,29,21,22,28,2,0,1,3,141,168
4,36,24,1,32,29,30,21,22,27,0,1,2,4,222,126
23,34,11,40,26,30,29,21,22,28,1,2,3,0,213,164
47,6,13,26,48,2,29,21,22,28,2,3,4,0,123,142
13,14,24,20,3,9,28,22,22,28,3,0,5,1,132,83
22,5,43,46,6,14,28,22,23,27,4,1,0,2,312,136
35,32,45,5,21,41,28,22,22,28,5,2,1,0,024,179
22,14,26,16,28,10,28,21,23,28,6,3,0,1,402,116
26,17,32,8,14,5,27,21,23,29,7,4,1,0,006,102
