b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
40,2,34,24,11,49,29,19,26,26,0,6,3,1,212,160
34,26,32,31,2,47,29,18,26,27,1,7,4,0,204,172
9,39,25,37,5,23,30,18,25,27,0,8,5,1,222,138
40,11,49,26,25,1,29,18,26,27,1,9,0,2,302,152
36,25,22,16,41,18,29,18,26,27,2,10,0,3,321,158
38,26,44,21,46,25,28,18,26,28,3,11,1,0,213,200
28,12,38,3,24,27,28,19,25,28,4,0,2,1,141,132
7,2,21,13,25,47,27,19,26,28,5,1,0,2,312,115
46,22,4,24,25,5,27,19,26,28,6,2,0,3,411,126
2,6,22,29,33,27,27,20,26,27,7,0,1,4,132,119
3,45,29,37,40,30,27,21,25,27,8,0,2,5,231,184
7,46,26,4,30,35,27,21,25,27,9,1,0,6,312,148
46,16,7,6,22,12,26,21,26,27,10,2,0,7,420,109
46,1,24,2,35,14,26,20,26,28,11,3,1,0,213,122
18,22,15,47,26,9,26,21,26,27,12,0,2,1,132,137
47,19,4,40,10,1,26,21,27,26,13,1,0,2,501,121
41,6,44,37,2,28,26,21,26,27,14,2,1,0,213,158
16,21,39,40,44,14,27,20,26,27,0,3,2,1,222,174
8,22,9,35,37,28,27,19,27,27,1,4,0,2,312,139
3,15,29,46,5,37,27,19,27,27,0,5,1,3,222,135
38,47,2,10,49,27,27,19,26,28,1,6,2,0,113,173
20,5,28,33,39,7,28,19,26,27,0,7,3,1,222,132
44,27,33,40,3,48,28,20,25,27,1,0,4,2,141,195
30,11,18,35,9,39,28,21,24,27,2,0,5,3,042,142
23,29,4,3,40,32,28,21,24,27,3,1,6,0,213,131
2,30,25,29,41,8,27,21,24,28,4,2,7,0,114,135
2,43,42,19,4,32,26,21,25,28,5,3,0,1,312,142
17,20,34,29,47,5,26,21,25,28,6,4,1,0,105,152
47,18,27,48,26,36,26,22,25,27,7,0,2,1,042,202
11,24,15,19,3,10,26,23,24,27,8,0,3,2,231,82
41,5,16,30,13,12,27,23,23,27,0,1,4,3,222,117
26,4,1,46,42,47,26,23,24,27,1,2,0,4,312,166
5,22,13,34,40,38,26,23,25,26,2,3,0,5,402,152
25,13,20,4,35,5,27,23,25,25,0,4,1,6,303,102
32,33,5,38,29,15,27,22,25,26,1,5,2,0,024,152
15,48,14,49,44,1,27,22,25,26,0,6,3,1,122,171
49,39,13,38,42,31,28,22,25,25,0,7,4,2,221,212
3,47,19,12,22,17,29,21,25,25,0,8,5,3,222,120
32,27,49,38,44,2,28,21,25,26,1,9,6,0,014,192
44,16,47,31,36,35,28,20,25,27,2,10,7,0,213,209
35,26,28,34,49,47,27,20,25,28,3,11,8,0,203,219
25,9,22,38,43,28,27,20,25,28,4,12,0,1,411,165
1,32,10,43,42,22,26,20,26,28,5,13,0,2,411,150
16,9,43,5,12,24,25,21,26,28,6,0,1,3,231,109
11,9,36,23,3,18,25,22,26,27,7,0,2,4,042,100
41,8,25,10,11,35,24,22,26,28,8,1,3,0,204,130
1,45,48,37,14,10,24,22,26,28,9,2,0,1,321,155
35,21,22,4,34,7,24,21,27,28,10,3,0,2,411,123
47,33,43,42,12,35,24,21,27,28,11,0,1,3,132,212
13,18,11,41,43,10,23,21,28,28,12,1,0,4,312,136
2,21,18,16,20,26,23,20,28,29,13,2,1,0,123,103
15,6,14,49,43,40,24,19,28,29,0,3,2,1,221,167
32,41,29,49,25,38,24,19,27,30,1,4,3,0,104,214
42,13,18,49,43,40,24,18,28,30,2,5,0,1,320,205
29,21,4,7,22,24,24,18,28,30,3,6,0,2,321,107
31,9,38,3,12,26,23,19,28,30,4,0,1,3,132,119
7,28,5,37,21,32,23,19,28,30,5,1,0,4,312,130
21,11,22,39,9,19,22,20,28,30,6,0,1,5,231,121
28,32,34,10,38,16,21,20,29,30,7,1,0,6,402,158
49,6,28,31,40,35,20,20,30,30,8,2,0,7,311,189
1,21,40,41,33,16,19,20,31,30,9,3,0,8,321,152
45,10,46,26,18,29,20,19,31,30,0,4,1,9,222,174
32,45,27,36,29,47,21,19,31,29,0,5,2,10,033,216
45,24,2,47,25,20,21,18,31,30,1,6,3,0,123,163
21,26,28,49,42,2,21,18,31,30,0,7,4,1,122,168
31,30,27,38,5,39,21,19,31,29,1,0,5,2,132,170
14,11,27,30,5,46,21,18,31,30,2,1,6,0,123,133
24,40,45,4,47,1,21,18,32,29,3,2,0,1,321,161
23,47,45,30,7,42,21,18,32,29,4,0,1,2,132,194
24,3,45,36,2,5,21,19,31,29,5,0,2,3,042,115
41,38,10,11,3,49,21,19,30,30,6,1,3,0,113,152
48,27,28,22,30,31,22,19,30,29,0,2,4,1,330,186
8,6,10,9,11,17,22,19,30,29,1,3,5,0,123,61
47,4,38,44,3,36,22,19,29,30,2,4,6,0,123,172
45,40,42,41,16,8,23,19,29,29,0,5,7,1,222,192
30,42,5,19,3,23,23,20,28,29,1,0,8,2,132,122
49,5,14,3,1,6,23,20,28,29,0,1,9,3,122,78
15,6,4,36,45,18,23,21,28,28,1,0,10,4,150,124
48,17,20,27,36,7,23,22,27,28,2,0,11,5,132,155
3,46,36,40,26,30,23,23,26,28,3,0,12,6,231,181
16,31,44,7,37,15,23,22,27,28,4,1,0,7,411,150
40,24,35,39,3,20,22,23,27,28,5,0,1,8,132,161
13,24,33,27,21,29,22,24,27,27,6,0,2,9,141,147
15,9,42,20,41,43,22,24,27,27,7,0,3,10,132,170
29,14,11,6,34,19,21,24,27,28,8,1,4,0,213,113
18,10,15,28,2,16,20,24,28,28,9,2,0,1,321,89
41,46,17,12,22,44,20,24,28,28,10,3,1,0,213,182
7,1,28,15,46,41,19,24,29,28,11,4,0,1,411,138
8,17,49,36,6,19,19,24,29,28,0,5,1,2,122,135
48,25,45,41,13,24,19,25,28,28,1,0,2,3,231,196
40,42,44,9,18,7,18,26,28,28,2,0,3,4,231,160
18,9,42,6,32,14,18,27,27,28,3,0,4,5,042,121
21,36,19,31,13,11,18,27,28,27,4,1,0,6,321,131
36,25,17,33,29,11,18,27,28,27,5,2,1,0,123,151
32,48,39,42,49,31,18,27,28,27,6,0,2,1,131,241
8,24,3,17,45,40,18,28,28,26,7,0,3,2,132,137
42,47,22,43,16,45,18,28,29,25,8,1,0,3,321,215
30,20,17,38,47,4,18,28,28,26,9,2,1,0,114,156
24,10,6,22,26,37,18,28,29,25,10,3,0,1,321,125
25,34,8,2,32,6,18,28,29,25,11,4,1,0,213,107
7,35,20,19,13,29,18,28,29,25,0,5,2,1,303,123
10,28,36,8,15,7,18,28,30,24,1,6,0,2,321,104
48,4,44,1,10,37,17,28,31,24,2,7,0,3,411,144
