b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
23,8,34,49,44,38,19,36,21,24,6,4,2,0,104,196
23,15,20,5,18,22,19,35,21,25,7,5,3,0,123,103
26,44,48,10,49,18,20,34,21,25,0,6,4,1,122,195
19,4,7,33,20,15,20,33,22,25,1,7,0,2,321,98
24,6,22,14,5,26,20,33,22,25,2,8,1,0,123,97
30,4,6,32,18,12,20,33,22,25,3,0,2,1,141,102
45,26,42,49,30,9,20,34,22,24,4,0,3,2,041,201
26,32,17,30,7,47,20,34,21,25,5,1,4,0,114,159
1,44,25,5,8,34,21,34,21,24,0,2,5,1,303,117
25,16,48,2,18,44,22,34,21,23,0,3,6,2,222,153
49,38,32,21,35,19,22,34,20,24,1,4,7,0,113,194
40,42,46,37,16,6,21,34,21,24,2,5,0,1,420,187
2,22,27,32,42,26,20,34,21,25,3,6,1,0,123,151
24,10,14,34,19,3,20,34,21,25,4,7,0,1,321,104
33,44,17,11,20,23,19,34,21,26,5,8,1,0,015,148
41,31,35,38,39,1,19,34,21,26,6,9,2,0,213,185
2,19,38,15,48,11,18,34,21,27,7,10,3,0,123,133
43,44,21,48,18,34,17,35,21,27,8,0,4,1,231,208
44,32,49,45,18,22,18,34,21,27,0,1,5,2,122,210
8,31,17,49,4,1,18,34,22,26,1,2,0,3,302,110
34,39,37,47,28,13,18,33,23,26,2,3,0,4,411,198
27,8,6,5,15,49,17,34,23,26,3,0,1,5,032,110
12,31,45,16,35,9,16,35,23,26,4,0,2,6,231,148
18,32,22,36,42,6,16,36,23,25,5,0,3,7,141,156
48,38,27,39,1,15,16,36,23,25,6,0,4,8,141,168
38,15,13,8,5,22,16,36,22,26,7,1,5,0,213,101
45,9,26,39,6,14,16,37,21,26,8,0,6,1,042,139
45,5,18,28,3,20,16,37,21,26,9,0,7,2,132,119
6,38,24,23,45,36,15,38,21,26,10,0,8,3,042,172
49,32,30,37,33,14,16,37,21,26,0,1,9,4,122,195
7,42,22,37,27,11,16,36,22,26,1,2,0,5,321,146
11,45,18,43,3,10,16,37,22,25,2,0,1,6,231,130
25,13,1,30,11,5,16,37,22,25,3,1,0,7,312,85
9,16,18,12,11,7,16,37,22,25,4,0,1,8,231,73
20,22,48,41,35,8,16,37,22,25,5,1,2,0,114,174
10,41,35,42,33,48,16,38,22,24,6,0,3,1,132,209
46,14,19,35,41,2,16,37,22,25,7,1,4,0,204,157
14,46,25,2,30,11,16,37,21,26,8,2,5,0,213,128
49,29,12,15,3,14,16,37,21,26,9,0,6,1,032,122
9,20,40,46,2,27,16,37,21,26,0,1,7,2,222,144
4,17,30,49,2,11,16,36,21,27,1,2,8,0,113,113
21,43,1,41,44,35,16,35,21,28,2,3,9,0,213,185
30,20,3,42,13,39,16,35,21,28,3,0,10,1,141,147
41,44,4,8,3,14,15,35,21,29,4,1,11,0,114,114
23,28,21,1,48,38,16,35,20,29,0,2,12,1,222,159
43,39,17,33,37,44,17,35,20,28,0,3,13,2,222,213
44,24,39,22,32,29,16,35,20,29,1,4,14,0,123,190
28,35,20,39,2,8,15,35,20,30,2,5,15,0,114,132
27,46,47,39,31,17,16,35,20,29,0,6,16,1,222,207
43,38,39,31,45,41,17,34,20,29,0,7,17,2,222,237
19,3,49,17,25,32,18,33,20,29,0,8,18,3,212,145
31,20,15,4,42,17,19,32,20,29,0,9,19,4,222,129
46,3,12,44,24,36,19,32,20,29,1,0,20,5,141,165
2,13,28,23,29,22,20,32,20,28,0,1,21,6,303,117
