b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
41,6,22,23,10,20,25,22,32,21,3,1,5,0,213,122
8,48,27,34,16,10,25,21,33,21,4,2,0,1,321,143
44,20,18,16,37,25,25,21,33,21,5,3,0,2,312,160
1,9,37,43,8,47,25,21,33,21,6,4,0,3,312,145
45,39,2,34,47,15,25,22,32,21,7,0,1,4,132,182
36,23,9,18,40,26,24,23,32,21,8,0,2,5,132,152
25,17,19,16,34,18,24,23,32,21,9,1,0,6,411,129
44,32,39,31,28,27,25,23,31,21,0,2,1,7,222,201
6,32,8,28,13,48,26,23,31,20,0,3,2,8,222,135
24,49,17,14,16,22,26,23,31,20,0,4,3,9,212,142
38,45,46,2,22,29,26,22,31,21,1,5,4,0,213,182
1,15,18,22,23,38,27,21,31,21,0,6,5,1,222,117
1,26,14,5,17,43,27,20,31,22,1,7,6,0,204,106
3,4,45,42,8,2,26,21,31,22,2,0,7,1,132,104
13,23,49,25,12,6,27,20,31,22,0,1,8,2,221,128
46,30,42,17,34,38,27,20,31,22,0,2,9,3,222,207
45,42,30,22,35,11,27,21,30,22,1,0,10,4,132,185
38,23,9,8,12,26,27,21,29,23,2,1,11,0,024,116
36,34,45,1,20,17,27,21,29,23,0,2,12,1,222,153
31,30,33,11,6,46,27,22,28,23,1,0,13,2,231,157
4,24,8,44,7,12,28,21,28,23,0,1,14,3,222,99
21,5,30,29,4,45,28,22,27,23,1,0,15,4,132,134
4,25,26,44,39,21,29,21,27,23,0,1,16,5,222,159
12,29,48,31,28,35,30,21,26,23,0,2,17,6,222,183
39,5,16,49,3,38,31,21,25,23,0,3,18,7,122,150
31,42,21,4,47,7,30,21,26,23,1,4,0,8,321,152
44,22,39,13,26,10,30,20,27,23,2,5,0,9,312,154
28,42,20,6,17,21,29,21,27,23,3,0,1,10,132,134
43,40,3,23,36,29,30,21,27,22,0,1,2,11,222,174
6,4,26,22,40,30,30,20,28,22,1,2,0,12,321,128
7,9,19,33,18,27,30,21,28,21,2,0,1,13,240,113
6,7,20,19,33,10,30,21,28,21,3,1,0,14,321,95
18,49,13,35,48,12,30,22,27,21,4,0,1,15,131,175
23,20,26,34,38,41,29,22,27,22,5,1,2,0,105,182
34,10,23,24,18,37,29,22,27,22,6,2,0,1,321,146
34,29,4,47,7,25,29,21,28,22,7,3,0,2,402,146
49,23,9,29,39,47,29,20,28,23,8,4,1,0,023,196
39,9,18,13,21,36,29,20,28,23,9,0,2,1,150,136
16,3,22,26,46,25,28,20,29,23,10,1,0,2,411,138
21,17,22,8,25,34,28,20,29,23,11,2,0,3,312,127
45,24,19,23,41,30,28,21,28,23,12,0,1,4,132,182
17,1,22,19,36,39,28,21,28,23,13,1,0,5,321,134
13,43,12,30,42,34,28,21,28,23,0,2,1,6,330,174
26,32,7,33,22,4,27,21,29,23,1,3,0,7,312,124
1,38,4,23,10,20,28,20,29,23,0,4,1,8,303,96
29,1,17,35,47,6,28,19,29,24,1,5,2,0,114,135
47,37,24,43,34,10,27,19,30,24,2,6,0,1,411,195
9,22,38,18,44,47,27,19,30,24,3,7,1,0,123,178
14,21,36,23,2,41,27,19,29,25,4,8,2,0,024,137
33,43,31,23,39,3,27,20,28,25,5,0,3,1,231,172
33,34,22,29,14,24,28,20,28,24,0,1,4,2,222,156
27,49,10,22,1,29,28,20,28,24,1,2,0,3,311,138
19,37,39,7,20,42,28,20,29,23,2,3,0,4,321,164
30,47,25,15,13,35,29,20,29,22,0,4,1,5,222,165
9,5,16,26,14,49,28,20,29,23,1,5,2,0,113,119
27,21,45,36,26,15,28,21,28,23,2,0,3,1,051,170
23,22,4,34,40,1,28,21,29,22,3,1,0,2,501,124
2,18,44,23,33,45,29,20,29,22,0,2,1,3,033,165
23,24,4,17,38,2,29,19,29,23,1,3,2,0,114,108
16,46,33,6,41,36,29,20,28,23,2,0,3,1,231,178
23,37,44,34,10,17,30,20,27,23,0,1,4,2,303,165
21,25,14,9,39,11,29,21,27,23,1,0,5,3,132,119
42,19,25,39,38,11,29,21,27,23,0,1,6,4,222,174
19,16,32,37,48,22,28,21,28,23,1,2,0,5,411,174
48,29,49,28,12,42,28,22,27,23,2,0,1,6,131,208
10,24,29,15,14,38,28,22,27,23,3,1,2,0,123,130
5,34,2,29,36,3,28,22,27,23,4,2,3,0,123,109
42,44,35,12,3,47,28,22,27,23,0,3,4,1,033,183
37,43,46,35,36,42,28,22,27,23,1,4,0,2,321,239
42,4,32,24,46,41,29,22,27,22,0,5,1,3,222,189
3,46,48,4,25,9,30,21,27,22,0,6,2,4,330,135
45,24,26,14,12,29,31,20,27,22,0,7,3,5,033,150
19,15,8,5,33,24,30,21,27,22,1,0,4,6,132,104
34,44,21,49,48,25,31,21,27,21,0,1,5,7,221,221
17,35,24,7,6,27,31,22,26,21,1,0,6,8,132,116
41,11,39,32,37,5,30,22,26,22,2,1,7,0,114,165
21,37,6,12,42,17,30,23,25,22,3,0,8,1,141,135
7,6,28,18,1,30,30,23,25,22,0,1,9,2,330,90
10,25,14,41,24,30,31,23,25,21,0,2,10,3,222,144
42,38,7,29,16,27,31,23,25,21,0,3,11,4,222,159
23,24,41,46,16,10,30,23,26,21,1,4,0,5,312,160
6,39,27,11,38,43,30,24,26,20,2,0,1,6,132,164
24,41,20,25,21,44,30,24,26,20,3,1,2,0,123,175
2,11,44,23,29,22,30,24,26,20,4,2,3,0,105,131
5,46,20,39,47,32,30,24,25,21,5,3,4,0,114,189
18,46,27,35,11,1,30,24,25,21,0,4,5,1,222,138
8,26,40,43,4,42,29,24,26,21,1,5,0,2,312,163
13,18,3,6,21,24,29,25,26,20,2,0,1,3,150,85
37,49,22,11,33,3,30,25,25,20,0,1,2,4,221,155
47,2,11,9,40,45,30,24,25,21,1,2,3,0,123,154
22,43,5,46,8,35,31,24,25,20,0,3,4,1,303,159
19,14,7,4,41,47,32,24,25,19,0,4,5,2,303,132
8,14,33,19,10,30,33,24,24,19,0,5,6,3,222,114
4,15,21,28,23,29,34,24,23,19,0,6,7,4,222,120
47,48,6,10,36,21,34,24,23,19,1,0,8,5,141,168
9,21,6,7,49,42,34,25,22,19,2,0,9,6,140,134
22,13,43,25,32,3,34,24,23,19,3,1,0,7,411,138
41,36,12,33,28,21,33,25,23,19,4,0,1,8,141,171
20,44,25,22,5,35,33,25,23,19,5,1,2,0,204,151
10,6,14,37,7,20,33,24,24,19,6,2,0,1,312,94
33,27,39,24,34,11,33,25,24,18,7,0,1,2,141,168
36,12,7,22,6,47,33,26,23,18,8,0,2,3,231,130
46,41,20,27,14,17,33,26,22,19,9,1,3,0,114,165
33,38,30,17,41,18,34,26,21,19,0,2,4,1,033,177
4,2,8,28,33,12,35,25,21,19,0,3,5,2,222,87
16,38,45,26,28,14,35,24,21,20,1,4,6,0,213,167
24,47,2,39,41,25,35,24,20,21,2,5,7,0,123,178
33,13,48,29,28,12,34,25,20,21,3,0,8,1,231,163
25,39,13,1,9,49,33,25,21,21,4,1,0,2,320,136
1,45,21,9,4,43,33,25,21,21,0,2,1,3,330,123
10,14,3,8,17,47,33,25,21,21,1,3,2,0,114,99
11,44,40,31,41,23,32,25,21,22,2,4,3,0,204,190
30,37,17,20,29,31,32,25,21,22,3,5,4,0,213,164
49,23,25,4,24,16,32,24,22,22,4,6,0,1,311,141
33,37,10,31,26,23,31,24,23,22,5,7,0,2,312,160
17,36,43,23,32,45,30,24,23,23,6,8,1,0,123,196
2,11,31,17,30,48,30,23,23,24,7,9,2,0,123,139
48,33,49,43,17,16,31,23,23,23,0,10,3,1,221,206
41,49,33,40,13,24,31,23,23,23,0,11,4,2,221,200
7,8,41,45,23,39,31,22,23,24,1,12,5,0,123,163
43,8,47,16,25,33,30,22,24,24,2,13,0,1,312,172
42,37,8,46,15,1,30,21,25,24,3,14,0,2,321,149
1,6,26,2,17,48,29,21,25,25,4,15,1,0,123,100
45,31,49,32,8,1,29,21,25,25,0,16,2,1,212,166
48,9,2,5,21,44,29,21,25,25,0,17,3,2,033,129
10,16,3,42,4,24,30,21,24,25,0,18,4,3,330,99
29,3,9,16,12,28,30,22,23,25,1,0,5,4,231,97
32,38,34,28,49,40,30,21,24,25,2,1,0,5,302,221
35,23,8,4,34,24,29,21,24,26,3,2,1,0,213,128
27,7,1,49,41,23,30,21,23,26,0,3,2,1,212,148
28,43,42,40,20,45,30,20,24,26,1,4,0,2,321,218
43,20,11,16,32,2,30,20,23,27,2,5,1,0,204,124
46,41,2,35,7,39,30,19,23,28,3,6,2,0,213,170
31,42,37,25,32,19,30,19,24,27,4,7,0,1,411,186
19,4,44,21,47,25,30,19,24,27,5,8,0,2,312,160
32,27,8,26,29,4,30,19,23,28,6,9,1,0,114,126
22,44,37,17,35,12,30,19,23,28,7,10,2,0,213,167
36,20,22,33,3,28,30,19,23,28,8,0,3,1,231,142
5,19,21,44,7,34,30,19,23,28,9,1,0,2,312,130
3,47,17,35,36,43,30,19,22,29,10,2,1,0,123,181
40,8,36,38,11,22,30,18,22,30,11,3,2,0,213,155
35,5,2,43,39,22,30,18,21,31,12,4,3,0,213,146
43,27,13,19,7,14,29,18,22,31,13,5,0,1,411,123
18,46,7,40,1,6,29,18,22,31,14,6,0,2,420,118
35,47,12,24,11,44,28,18,22,32,15,7,1,0,024,173
31,19,39,20,41,24,29,18,22,31,0,8,2,1,222,174
21,5,42,22,29,9,29,19,21,31,1,0,3,2,132,128
37,4,34,11,45,17,29,19,22,30,2,1,0,3,312,148
9,3,42,48,2,22,29,20,22,29,3,0,1,4,141,126
48,44,10,28,49,26,30,19,22,29,0,1,2,5,212,205
27,32,45,13,9,23,29,20,22,29,1,0,3,6,132,149
1,11,47,5,20,29,29,20,21,30,2,1,4,0,105,113
22,28,44,3,37,19,29,20,21,30,3,2,0,1,411,153
23,16,38,41,18,36,28,20,21,31,4,3,1,0,123,172
49,42,32,38,22,35,28,20,21,31,5,4,2,0,113,218
48,3,37,7,38,10,28,19,22,31,6,5,0,1,321,143
15,23,48,9,5,29,29,19,21,31,0,6,1,2,033,129
28,3,32,33,15,29,28,20,21,31,1,0,2,3,132,140
7,16,1,35,25,41,28,20,22,30,2,1,0,4,402,125
12,38,44,27,16,30,28,20,22,30,3,0,1,5,132,167
26,8,24,4,27,46,28,20,22,30,0,1,2,6,222,135
49,32,33,4,45,6,28,20,22,30,1,0,3,7,131,169
16,7,18,26,36,24,27,21,22,30,2,0,4,8,231,127
46,5,4,45,43,20,27,21,22,30,3,1,0,9,312,163
12,48,30,20,19,23,27,21,22,30,4,0,1,10,132,152
14,45,15,28,25,17,28,21,22,29,0,1,2,11,222,144
30,5,14,44,26,27,28,21,22,29,1,2,3,0,024,146
47,25,41,4,49,1,27,21,23,29,2,3,0,1,302,167
31,37,10,49,2,30,27,21,23,29,3,4,0,2,311,159
9,22,8,10,11,29,26,21,23,30,4,5,1,0,213,89
45,20,15,17,2,40,25,21,23,31,5,6,2,0,123,139
35,45,21,23,42,3,24,22,23,31,6,0,3,1,042,169
19,15,29,17,18,8,24,21,23,32,7,1,4,0,123,106
3,27,11,30,49,35,23,22,23,32,8,0,5,1,032,155
49,28,27,29,8,15,24,21,23,32,0,1,6,2,122,156
28,27,25,19,32,5,24,21,24,31,1,2,0,3,312,136
31,43,32,18,24,13,24,20,25,31,2,3,0,4,321,161
14,48,27,36,3,49,23,21,25,31,3,0,1,5,041,177
1,47,45,4,44,42,23,21,25,31,0,1,2,6,222,183
11,40,20,9,42,3,22,22,25,31,1,0,3,7,132,125
38,41,22,25,32,2,22,22,24,32,2,1,4,0,204,160
28,21,42,22,44,40,22,21,25,32,3,2,0,1,321,197
1,10,2,29,44,20,22,21,25,32,4,3,1,0,204,106
19,16,35,28,17,7,22,21,26,31,5,4,0,1,402,122
26,42,25,23,47,1,22,21,26,31,6,5,1,0,213,164
40,45,22,24,42,20,21,22,26,31,7,0,2,1,231,193
32,47,14,8,37,15,21,22,25,32,8,1,3,0,114,153
41,39,36,31,33,32,21,22,25,32,9,0,4,1,132,212
46,2,33,22,4,26,20,22,26,32,10,1,0,2,312,133
41,30,27,6,18,12,20,23,26,31,11,0,1,3,051,134
30,5,4,35,33,26,19,23,26,32,12,1,2,0,123,133
30,5,4,35,33,26,19,23,26,32,0,2,3,1,123,133
5,12,2,41,10,36,18,23,26,33,1,3,4,0,123,106
43,40,9,7,49,38,17,23,27,33,2,4,0,1,311,186
44,8,41,17,35,42,17,22,27,34,3,5,1,0,015,187
20,12,19,32,17,47,17,21,27,35,4,6,2,0,114,147
47,12,33,25,5,4,18,21,26,35,0,7,3,1,222,126
29,2,15,46,14,27,18,20,26,36,1,8,4,0,123,133
45,3,8,47,7,36,18,21,26,35,2,0,5,1,132,146
46,39,13,31,30,36,19,21,25,35,0,1,6,2,330,195
41,47,20,17,24,8,19,20,25,36,1,2,7,0,015,157
23,9,13,46,40,8,19,19,26,36,2,3,0,1,312,139
28,46,24,37,27,9,20,19,26,35,0,4,1,2,330,171
48,24,3,4,33,19,19,20,26,35,1,0,2,3,240,131
34,7,36,42,41,25,18,20,27,35,2,1,0,4,321,185
28,4,19,10,33,8,18,20,28,34,3,2,0,5,411,102
25,14,49,37,15,9,19,20,28,33,0,3,1,6,221,149
35,19,1,46,49,18,19,19,29,33,1,4,0,7,311,168
29,46,21,28,15,12,19,20,28,33,2,0,1,8,231,151
12,27,7,39,38,37,18,21,28,33,3,0,2,9,231,160
12,46,11,4,37,35,18,21,29,32,4,1,0,10,312,145
45,34,21,9,22,10,19,21,29,31,0,2,1,11,330,141
25,42,22,1,29,2,19,21,30,30,1,3,0,12,312,121
25,4,23,40,20,7,19,21,30,30,2,4,0,13,402,119
49,34,7,8,30,41,20,21,29,30,0,5,1,14,212,169
39,43,19,44,7,14,20,21,30,29,1,6,0,15,312,166
19,33,30,17,35,29,20,21,30,29,2,7,1,0,123,163
41,47,36,49,32,39,19,21,30,30,3,8,2,0,023,244
22,13,7,20,10,26,18,21,31,30,4,9,0,1,402,98
8,2,37,9,23,32,18,21,31,30,5,10,1,0,114,111
36,39,15,16,24,44,18,22,30,30,6,0,2,1,141,174
14,42,17,45,44,36,19,22,29,30,0,1,3,2,033,198
46,16,1,29,28,48,19,22,30,29,1,2,0,3,411,168
33,44,32,39,15,34,18,23,30,29,2,0,1,4,132,197
7,30,3,6,13,35,17,24,30,29,3,0,2,5,231,94
24,12,48,13,42,44,16,25,30,29,4,0,3,6,141,183
22,30,23,10,9,34,16,24,31,29,5,1,0,7,321,128
22,11,12,21,28,42,16,25,30,29,6,0,1,8,231,136
6,46,4,28,45,29,16,25,31,28,7,1,0,9,321,158
37,18,39,41,8,16,16,25,31,28,0,2,1,10,222,159
13,42,35,14,24,31,17,25,30,28,0,3,2,11,222,159
11,36,34,6,16,27,17,26,30,27,1,0,3,12,231,130
24,47,7,41,11,9,17,26,30,27,2,1,4,0,123,139
33,27,47,21,7,42,17,27,29,27,3,0,5,1,141,177
10,42,7,25,30,31,17,27,29,27,4,1,0,2,420,145
40,41,42,24,27,9,17,28,29,26,5,0,1,3,141,183
23,9,12,10,13,14,18,28,29,25,0,1,2,4,222,81
19,22,10,15,14,45,18,27,30,25,1,2,0,5,321,125
11,29,30,44,8,43,18,27,29,26,2,3,1,0,114,165
16,36,25,49,29,15,19,27,29,25,0,4,2,1,221,170
7,6,28,11,13,8,19,27,30,24,1,5,0,2,312,73
49,9,18,29,26,27,19,28,30,23,2,0,1,3,032,158
36,13,9,43,23,33,19,29,29,23,3,0,2,4,231,157
7,35,4,46,2,43,19,29,29,23,4,1,0,5,402,137
39,23,37,11,3,4,20,29,29,22,0,2,1,6,222,117
32,14,28,3,7,38,19,29,29,23,1,3,2,0,213,122
9,4,35,16,49,48,20,28,29,23,0,4,3,1,221,161
22,20,15,41,27,11,20,28,28,24,1,5,4,0,123,136
16,46,24,17,4,39,20,27,29,24,2,6,0,1,321,146
26,41,30,24,35,25,19,27,29,25,3,7,1,0,123,181
19,42,46,33,45,17,19,27,29,25,4,0,2,1,231,202
47,24,25,34,36,38,20,27,29,24,0,1,3,2,222,204
37,33,40,44,27,21,20,28,28,24,1,0,4,3,231,202
42,46,27,15,16,6,20,29,28,23,2,0,5,4,240,152
27,20,45,41,32,2,20,29,28,23,3,1,6,0,024,167
8,11,28,14,31,13,21,29,27,23,0,2,7,1,303,105
3,24,19,34,14,16,20,29,28,23,1,3,0,2,321,110
35,34,21,48,14,13,21,28,28,23,0,4,1,3,222,165
16,10,15,25,40,46,21,28,28,23,1,5,0,4,510,152
11,2,45,35,13,24,21,27,28,24,2,6,1,0,123,130
15,11,49,7,44,1,21,27,28,24,0,7,2,1,212,127
41,28,45,39,13,21,21,27,28,24,1,0,3,2,231,187
20,1,44,49,27,28,22,26,28,24,0,1,4,3,212,169
48,15,16,40,18,42,22,27,27,24,1,0,5,4,240,179
4,30,42,34,46,14,22,26,28,24,2,1,0,5,321,170
12,33,20,32,25,29,21,26,28,25,3,2,1,0,123,151
15,5,1,44,33,31,22,26,28,24,0,3,2,1,222,129
41,1,48,40,33,2,23,26,27,24,0,4,3,2,222,165
40,1,8,28,49,9,23,26,27,24,1,5,0,3,311,135
24,29,34,47,6,27,23,27,27,23,2,0,1,4,132,167
27,21,49,10,24,34,23,28,27,22,3,0,2,5,230,165
4,48,15,2,47,22,24,27,27,22,0,1,3,6,222,138
32,12,22,30,1,26,25,27,27,21,0,2,4,7,222,123
11,31,26,2,20,41,25,26,27,22,1,3,5,0,105,131
12,47,48,29,39,40,24,27,27,22,2,0,6,1,132,215
13,19,26,1,42,36,24,27,27,22,3,1,0,2,321,137
29,44,1,9,49,15,25,27,26,22,0,2,1,3,122,147
33,36,11,21,41,16,25,27,26,22,1,0,2,4,132,158
27,20,18,43,44,28,25,27,26,22,0,1,3,5,222,180
34,43,49,4,35,2,25,26,27,22,1,2,0,6,302,167
40,13,16,19,38,49,25,26,28,21,2,3,0,7,401,175
45,31,18,42,33,41,25,27,27,21,3,0,1,8,141,210
19,30,46,42,40,41,25,27,28,20,4,1,0,9,321,218
17,21,3,20,28,35,25,27,27,21,5,2,1,0,123,124
10,9,16,25,49,14,25,27,28,20,6,3,0,1,311,123
28,46,13,25,42,43,25,26,29,20,7,4,0,2,510,197
8,38,12,21,41,32,25,26,29,20,8,5,1,0,024,152
8,19,24,26,7,9,26,25,29,20,0,6,2,1,222,93
39,40,49,29,26,27,27,25,28,20,0,7,3,2,122,210
8,39,27,32,10,36,27,25,28,20,1,0,4,3,132,152
20,35,29,18,34,36,27,25,28,20,2,1,5,0,123,172
33,49,31,37,4,14,26,25,29,20,3,2,0,1,311,168
36,47,41,18,22,5,26,25,29,20,4,3,1,0,123,169
19,15,22,29,33,16,26,25,29,20,5,4,0,1,321,134
43,20,44,46,47,40,27,25,29,19,0,5,1,2,303,240
19,18,41,9,30,22,27,26,29,18,1,0,2,3,231,139
45,15,9,8,21,11,26,27,29,18,2,0,3,4,042,109
10,33,41,28,23,21,27,27,29,17,0,1,4,5,222,156
21,14,5,41,33,44,27,26,29,18,1,2,5,0,024,158
8,37,46,27,6,24,26,27,29,18,2,0,6,1,231,148
32,20,6,38,5,30,26,27,29,18,3,1,7,0,024,131
19,34,41,2,21,28,26,27,29,18,4,2,0,1,312,145
32,42,3,47,43,15,25,28,29,18,5,0,1,2,132,182
11,27,1,24,34,16,25,27,30,18,6,1,0,3,321,113
15,32,14,4,38,25,25,27,29,19,7,2,1,0,213,128
1,18,8,7,45,5,26,27,28,19,0,3,2,1,222,84
24,36,39,6,2,43,25,28,28,19,1,0,3,2,141,150
31,11,48,24,35,32,25,28,27,20,2,1,4,0,123,181
29,43,24,30,41,47,25,27,27,21,3,2,5,0,123,214
29,18,6,26,11,16,25,26,27,22,4,3,6,0,123,106
33,32,5,34,19,3,26,26,26,22,0,4,7,1,222,126
17,18,26,27,24,1,25,27,26,22,1,0,8,2,132,113
30,9,3,49,34,22,25,28,25,22,2,0,9,3,230,147
12,6,39,42,31,24,25,29,24,22,3,0,10,4,150,154
12,10,36,31,8,2,25,29,24,22,0,1,11,5,222,99
35,7,43,12,38,46,25,29,24,22,1,2,0,6,312,181
29,11,24,34,15,32,25,29,24,22,2,3,1,0,123,145
3,39,33,45,17,29,25,30,24,21,3,0,2,1,042,166
33,32,15,18,29,31,25,31,23,21,4,0,3,2,132,158
34,3,23,44,16,48,26,31,23,20,0,1,4,3,222,168
11,23,41,38,6,10,26,30,23,21,1,2,5,0,114,129
6,2,40,11,7,4,25,30,24,21,2,3,0,1,312,70
29,21,25,23,5,26,25,30,23,22,3,4,1,0,114,129
41,29,18,23,4,43,25,29,23,23,4,5,2,0,213,158
49,47,35,31,12,5,25,28,23,24,5,6,3,0,113,179
24,6,29,15,27,22,25,28,23,24,6,0,4,1,141,123
32,21,2,8,40,35,25,28,22,25,7,1,5,0,114,138
6,14,16,36,32,33,25,28,22,25,8,0,6,1,132,137
37,16,18,14,45,12,25,29,21,25,9,0,7,2,231,142
15,8,6,30,1,44,24,30,21,25,10,0,8,3,132,104
10,5,12,34,14,30,24,30,21,25,0,1,9,4,222,105
16,5,34,39,38,27,25,29,21,25,0,2,10,5,222,159
49,21,34,11,19,47,26,29,21,24,0,3,11,6,212,181
45,25,35,44,7,6,27,28,21,24,0,4,12,7,222,162
12,46,47,49,13,4,27,28,21,24,1,5,0,8,311,171
19,13,48,30,33,49,27,28,21,24,2,0,1,9,230,192
18,5,8,1,29,40,26,28,21,25,3,1,2,0,213,101
47,24,6,11,23,14,26,28,20,26,4,2,3,0,024,125
20,47,13,31,7,9,26,28,21,25,5,3,0,1,312,127
33,45,42,46,32,19,25,29,21,25,6,0,1,2,231,217
38,19,25,6,43,27,25,29,21,25,7,1,0,3,321,158
2,24,40,45,23,9,25,29,21,25,8,0,1,4,132,143
47,46,26,30,29,40,25,28,21,26,9,1,2,0,213,218
27,23,41,19,49,29,25,28,20,27,10,2,3,0,113,188
1,21,34,31,35,47,24,28,21,27,11,3,0,1,312,169
41,49,3,15,37,23,25,28,21,26,0,4,1,2,122,168
17,46,27,15,33,13,24,29,21,26,1,0,2,3,231,151
8,33,36,30,49,6,24,30,21,25,2,0,3,4,041,162
25,14,48,34,13,26,24,30,21,25,3,1,0,5,312,160
33,36,40,42,15,7,24,31,21,24,4,0,1,6,240,173
19,16,20,12,13,7,24,30,22,24,5,1,0,7,411,87
44,48,8,21,38,15,24,30,22,24,0,2,1,8,033,174
41,49,18,6,30,25,24,30,22,24,1,0,2,9,131,169
42,15,34,21,35,40,24,30,22,24,2,0,3,10,231,187
