b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
8,45,17,24,41,46,26,26,22,26,1,8,2,0,123,181
24,31,26,12,9,28,25,27,22,26,2,0,3,1,231,130
21,23,37,33,39,9,25,28,22,25,3,0,4,2,141,162
33,34,6,40,25,24,26,27,22,25,0,1,5,3,330,162
42,39,27,25,30,24,26,27,22,25,1,0,6,4,150,187
16,32,14,9,7,21,27,26,22,25,0,1,7,5,222,99
25,34,8,47,16,18,27,26,22,25,1,2,0,6,312,148
39,5,11,32,7,23,27,25,22,26,2,3,1,0,114,117
40,9,46,15,36,35,27,25,22,26,3,0,2,1,231,181
24,26,6,19,7,36,26,26,22,26,4,0,3,2,231,118
33,20,23,47,28,48,26,26,22,26,5,1,4,0,123,199
25,26,47,22,39,19,26,26,22,26,6,2,0,1,312,178
33,21,32,43,19,8,26,26,22,26,0,3,1,2,222,156
34,9,38,25,19,24,26,26,22,26,1,4,0,3,321,149
11,40,18,46,49,45,27,25,22,26,0,5,1,4,221,209
5,18,39,42,1,37,27,26,21,26,1,0,2,5,231,142
5,11,17,29,44,40,26,26,21,27,2,1,3,0,105,146
29,5,7,18,37,40,26,25,22,27,3,2,0,1,312,136
48,15,31,14,35,22,27,25,22,26,0,3,1,2,222,165
1,31,37,23,39,14,27,24,23,26,1,4,0,3,312,145
5,4,3,49,42,27,27,25,22,26,2,0,1,4,131,130
44,13,10,43,38,4,27,24,23,26,3,1,0,5,402,152
12,43,24,47,39,38,27,25,23,25,4,0,1,6,132,203
17,39,5,23,40,49,27,25,22,26,5,1,2,0,113,173
35,45,34,7,2,14,26,25,22,27,6,2,3,0,213,137
46,6,29,8,24,33,26,25,22,27,7,0,4,1,132,146
4,5,32,18,17,15,26,25,21,28,8,1,5,0,123,91
49,27,3,23,10,48,26,26,20,28,9,0,6,1,131,160
7,4,33,28,10,35,26,26,20,28,10,1,0,2,411,117
35,41,16,36,45,11,25,26,20,29,11,2,1,0,123,184
14,17,1,35,4,34,26,25,20,29,0,3,2,1,303,105
33,40,28,11,25,6,26,24,21,29,1,4,0,2,321,143
49,46,8,40,4,5,26,24,21,29,2,5,0,3,302,152
23,42,44,46,49,43,27,24,20,29,0,6,1,4,212,247
36,28,39,38,30,6,27,24,20,29,1,0,2,5,141,177
16,46,10,6,21,3,28,24,20,28,0,1,3,6,330,102
8,29,43,19,42,24,28,24,20,28,0,2,4,7,222,165
19,40,23,49,30,43,28,23,21,28,1,3,0,8,311,204
4,34,45,26,6,38,29,23,21,27,0,4,1,9,222,153
24,44,10,29,27,43,30,23,21,26,0,5,2,10,222,177
14,3,6,17,11,31,30,23,21,26,1,6,3,0,123,82
45,16,11,1,8,48,31,23,21,25,0,7,4,1,222,129
40,13,30,11,15,37,30,23,22,25,1,8,0,2,321,146
31,14,24,5,25,39,31,22,22,25,0,9,1,3,222,138
35,48,1,23,13,10,30,22,23,25,1,10,0,4,312,130
10,36,29,12,40,49,31,22,22,25,0,11,1,5,221,176
35,48,24,19,3,36,31,23,22,24,1,0,2,6,141,165
4,21,24,6,14,23,31,24,22,23,2,0,3,7,132,92
37,28,30,31,17,18,31,23,23,23,3,1,0,8,321,161
28,27,42,15,24,22,30,24,23,23,4,0,1,9,240,158
39,30,18,49,44,25,29,25,23,23,5,0,2,10,131,205
47,5,41,22,42,48,29,25,22,24,6,1,3,0,123,205
