b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
48,43,31,45,1,9,18,32,26,24,0,1,2,3,330,177
8,16,21,25,6,11,19,32,25,24,0,2,3,4,222,87
15,39,16,7,14,4,19,32,25,24,1,3,0,5,321,95
38,30,7,20,21,17,19,32,24,25,2,4,1,0,123,133
49,33,21,38,43,16,20,32,24,24,0,5,2,1,221,200
14,20,41,44,25,36,20,31,24,25,1,6,3,0,114,180
21,41,25,48,7,16,20,31,24,25,2,7,0,1,321,158
2,37,32,36,12,44,20,31,23,26,3,8,1,0,123,163
44,35,33,30,29,48,21,30,23,26,0,9,2,1,033,219
19,45,10,20,14,29,21,30,22,27,1,10,3,0,213,137
43,33,21,49,32,25,22,29,22,27,0,11,4,1,221,203
7,19,42,39,15,29,22,30,21,27,1,0,5,2,231,151
24,17,9,38,48,6,22,30,21,27,2,0,6,3,042,142
48,11,12,9,7,19,22,30,21,27,3,0,7,4,231,106
41,30,1,47,24,11,22,30,21,27,4,1,8,0,123,154
19,36,43,3,38,39,22,31,21,26,5,0,9,1,231,178
28,45,35,49,12,17,23,30,21,26,0,1,10,2,122,186
48,15,5,16,39,31,23,31,21,25,1,0,11,3,231,154
43,23,48,49,5,19,24,30,21,25,0,1,12,4,212,187
10,4,38,8,34,28,24,30,22,24,1,2,0,5,402,122
34,19,13,23,11,4,24,30,22,24,2,3,0,6,402,104
35,15,40,22,34,43,24,30,23,23,3,4,0,7,411,189
5,4,29,9,2,6,24,29,23,24,4,5,1,0,123,55
13,46,37,8,48,18,24,28,24,24,5,6,0,1,321,170
26,27,16,39,19,17,24,28,24,24,0,7,1,2,222,144
2,7,42,38,24,39,23,29,24,24,1,0,2,3,132,152
10,35,36,5,37,20,22,29,24,25,2,1,3,0,213,143
48,33,45,10,3,30,21,30,24,25,3,0,4,1,150,169
35,33,47,28,15,32,21,30,24,25,4,1,5,0,123,190
10,35,43,5,39,38,21,29,24,26,5,2,6,0,213,170
6,12,21,16,8,10,21,29,24,26,6,0,7,1,231,73
10,30,7,2,8,27,22,29,23,26,0,1,8,2,222,84
9,1,41,35,4,43,22,29,24,25,1,2,0,3,312,133
44,8,24,36,22,47,22,29,23,26,2,3,1,0,123,181
14,8,22,48,33,23,22,29,22,27,3,4,2,0,123,148
32,18,30,41,16,17,22,29,21,28,4,5,3,0,123,154
20,1,41,48,27,43,23,29,21,27,0,6,4,1,222,180
48,12,2,36,4,16,23,29,21,27,1,0,5,2,231,118
41,47,21,11,4,44,22,29,21,28,2,1,6,0,114,168
38,4,19,17,8,24,22,28,21,29,3,2,7,0,213,110
34,33,28,20,42,43,22,28,21,29,4,3,0,1,321,200
9,49,3,25,14,34,23,28,20,29,0,4,1,2,221,134
9,17,26,23,37,2,23,28,20,29,1,5,2,0,114,114
30,11,7,47,28,24,24,27,20,29,0,6,3,1,222,147
18,27,1,33,13,12,24,28,20,28,1,0,4,2,240,104
30,44,48,6,11,34,24,28,20,28,2,0,5,3,132,173
46,32,19,36,11,35,24,27,20,29,3,1,6,0,213,179
30,35,7,38,15,3,24,27,20,29,4,0,7,1,132,128
22,28,44,13,16,11,24,27,20,29,5,1,0,2,402,134
44,38,45,25,42,11,23,27,20,30,6,2,1,0,123,205
1,20,36,21,42,23,22,28,20,30,7,0,2,1,132,143
12,3,32,26,10,42,22,29,19,30,8,0,3,2,132,125
33,11,25,45,19,17,22,29,19,30,0,1,4,3,222,150
20,33,44,5,4,43,22,28,19,31,1,2,5,0,213,149
28,45,19,29,1,4,22,28,19,31,2,3,0,1,411,126
19,7,33,43,5,26,22,27,20,31,3,4,0,2,312,133
9,14,32,43,22,2,22,27,19,32,4,5,1,0,213,122
24,22,23,35,30,10,23,26,19,32,0,6,2,1,222,144
33,5,41,49,17,14,23,26,18,33,1,7,3,0,014,159
27,25,26,1,41,9,24,26,17,33,0,8,4,1,222,129
39,13,10,3,30,24,24,27,17,32,1,0,5,2,240,119
1,15,21,19,14,9,24,28,17,31,2,0,6,3,231,79
2,27,24,10,13,16,24,28,17,31,3,1,0,4,321,92
25,36,41,46,48,13,24,27,18,31,4,2,0,5,321,209
3,9,34,31,15,38,24,27,18,31,5,0,1,6,231,130
36,35,32,46,21,19,24,27,18,31,0,1,2,7,222,189
24,4,11,23,41,39,23,27,18,32,1,2,3,0,123,142
39,10,5,8,40,38,23,27,18,32,2,3,4,0,213,140
43,38,8,48,10,33,24,26,18,32,0,4,5,1,222,180
46,37,49,9,47,2,24,26,18,32,0,5,6,2,212,190
13,7,19,14,22,18,23,26,19,32,1,6,0,3,411,93
2,20,10,35,45,32,22,26,19,33,2,7,1,0,114,144
13,16,14,40,18,3,22,25,20,33,3,8,0,1,321,104
2,22,29,9,12,5,22,25,20,33,4,9,1,0,123,79
13,43,31,9,45,11,22,25,21,32,5,10,0,1,321,152
10,17,18,47,38,22,22,24,21,33,6,11,1,0,213,152
9,37,35,40,34,44,22,24,22,32,7,12,0,1,312,199
6,36,4,12,49,15,22,24,22,32,8,0,1,2,140,122
33,22,45,32,43,27,26,24,21,29,2,0,5,1,231,202
43,14,19,22,45,35,25,20,26,29,1,17,0,2,312,178
1,22,30,35,20,28,28,19,30,23,1,9,0,4,312,136
18,38,6,21,4,41,30,21,31,18,2,0,1,6,132,128
2,14,13,37,38,49,30,20,31,19,3,1,2,0,203,153
