b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
35,30,8,22,34,48,18,24,26,32,0,10,2,5,222,177
17,32,11,49,39,31,18,23,26,33,1,11,3,0,113,179
22,48,28,12,33,31,19,22,26,33,0,12,4,1,330,174
1,14,16,41,15,21,20,22,25,33,0,13,5,2,222,108
4,32,20,12,46,9,21,22,24,33,0,1,9,3,222,123
48,31,42,23,41,32,20,22,24,34,1,2,10,0,123,217
42,31,21,23,24,39,20,22,24,34,2,0,11,1,141,180
10,48,4,47,39,17,21,22,23,34,0,1,12,2,222,165
1,44,29,42,11,27,21,21,23,35,1,2,13,0,123,154
35,47,5,23,15,4,21,20,23,36,2,3,14,0,114,129
12,7,1,23,25,42,21,20,24,35,3,4,0,1,321,110
32,22,25,1,14,4,21,19,25,35,4,5,0,2,402,98
30,28,43,5,13,41,20,19,26,35,5,6,0,3,312,160
9,24,45,28,22,18,20,20,25,35,6,0,1,4,240,146
22,35,13,44,48,24,21,20,24,35,0,1,2,5,222,186
22,27,3,45,46,42,21,21,24,34,1,0,3,6,240,185
13,20,25,33,27,49,22,21,23,34,0,1,4,7,221,167
36,37,27,6,28,7,23,21,23,33,0,2,5,8,330,141
17,24,5,33,42,32,24,21,23,32,0,3,6,9,033,153
24,23,4,18,28,35,25,21,23,31,0,4,7,10,222,132
15,19,36,11,26,30,25,22,23,30,1,0,8,11,132,137
29,6,9,14,47,49,25,21,23,31,2,1,9,0,023,154
12,11,36,37,21,41,25,22,22,31,3,0,10,1,132,158
49,28,42,10,16,37,25,22,23,30,4,1,0,2,410,182
2,20,14,41,8,18,25,22,23,30,5,2,1,0,015,103
27,31,36,45,9,7,25,23,23,29,6,0,2,1,240,155
40,44,17,37,4,36,25,22,24,29,7,1,0,2,312,178
42,39,1,31,24,48,25,23,24,28,8,0,1,3,240,185
35,25,22,19,33,46,25,23,24,28,9,1,0,4,411,180
24,32,43,25,4,37,25,23,24,28,10,2,0,5,411,165
26,39,35,6,1,28,26,22,24,28,0,3,1,6,222,135
10,33,5,3,46,2,27,22,23,28,0,4,2,7,222,99
37,32,29,47,7,24,26,22,23,29,1,5,3,0,213,176
37,45,4,22,24,26,25,22,24,29,2,6,0,1,321,158
25,21,40,43,17,7,25,22,25,28,3,7,0,2,411,153
49,48,17,9,18,46,25,23,25,27,4,0,1,3,131,187
9,4,27,6,22,41,25,24,24,27,5,0,2,4,231,109
21,34,8,23,13,44,25,24,23,28,6,1,3,0,213,143
38,14,8,17,16,11,25,24,23,28,7,2,4,0,105,104
40,28,3,32,7,42,25,24,23,28,8,3,0,1,321,152
44,42,30,19,25,33,25,25,23,27,9,0,1,2,231,193
19,17,40,28,34,33,25,25,24,26,10,1,0,3,411,171
21,41,2,16,22,26,25,25,24,26,11,2,1,0,213,128
36,40,15,44,39,35,25,26,24,25,12,0,2,1,132,209
27,36,21,46,29,5,25,26,24,25,13,0,3,2,132,164
47,39,33,22,48,13,25,27,24,24,14,0,4,3,231,202
46,3,19,32,25,10,24,27,25,24,15,1,0,4,411,135
11,39,5,42,22,29,24,27,24,25,16,2,1,0,123,148
35,24,10,20,32,6,24,27,24,25,17,3,2,0,123,127
40,26,28,14,39,9,24,27,24,25,0,4,3,1,222,156
47,16,28,12,22,18,24,26,25,25,1,5,0,2,321,143
5,29,39,6,2,36,24,26,25,25,0,6,1,3,033,117
40,6,39,49,10,26,25,26,24,25,0,7,2,4,221,170
49,32,11,35,29,6,24,26,24,26,1,8,3,0,014,162
46,48,32,45,33,17,24,27,24,25,2,0,4,1,132,221
26,4,27,1,28,22,24,26,25,25,3,1,0,2,411,108
40,1,37,42,21,15,25,26,25,24,0,2,1,3,330,156
15,10,19,23,29,33,25,26,25,24,0,3,2,4,222,129
2,13,16,19,5,1,25,25,26,24,1,4,0,5,402,56
34,15,14,1,48,13,25,25,27,23,2,5,0,6,321,125
42,32,14,46,10,15,26,24,27,23,0,6,1,7,222,159
38,34,1,15,11,33,27,24,26,23,0,7,2,8,222,132
22,1,33,19,15,49,27,24,27,22,1,8,0,9,320,139
28,15,30,26,22,6,27,24,27,22,2,0,1,10,231,127
18,2,14,27,24,41,27,24,27,22,0,1,2,11,033,126
25,24,19,5,3,7,27,23,28,22,1,2,0,12,321,83
35,30,46,9,26,28,28,23,28,21,0,3,1,13,222,174
32,17,37,4,45,46,28,23,29,20,1,4,0,14,312,181
