b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
3,20,6,23,16,24,21,27,31,21,9,0,2,1,132,92
46,10,32,45,35,48,21,27,31,21,0,1,3,2,222,216
45,5,39,43,34,36,20,28,31,21,1,0,4,3,231,202
40,47,18,14,29,49,19,28,31,22,2,1,5,0,113,197
31,8,26,14,24,47,19,28,30,23,3,2,6,0,114,150
30,36,33,34,23,24,18,29,30,23,4,0,7,1,141,180
44,14,6,39,13,19,19,29,30,22,0,1,8,2,222,135
1,21,30,40,28,20,18,29,31,22,1,2,0,3,321,140
8,20,18,6,15,12,17,30,31,22,2,0,1,4,042,79
46,15,41,8,43,35,17,30,31,22,3,1,2,0,213,188
2,25,18,49,7,43,17,30,31,22,4,2,0,1,311,144
36,29,14,5,31,41,17,30,30,23,5,3,1,0,114,156
5,40,35,20,4,47,17,30,29,24,6,4,2,0,204,151
16,9,7,47,5,44,17,30,28,25,7,5,3,0,213,128
12,1,32,2,20,7,17,29,28,26,8,6,4,0,213,74
16,15,31,33,11,41,18,28,28,26,0,7,5,1,222,147
47,36,37,13,23,46,18,28,29,25,1,8,0,2,312,202
1,31,25,37,29,2,18,27,30,25,2,9,0,3,402,125
20,19,28,48,36,44,19,27,29,25,0,10,1,4,222,195
22,45,11,39,24,31,18,28,29,25,1,0,2,5,231,172
33,34,4,7,47,45,18,28,30,24,2,1,0,6,321,170
2,41,13,20,7,10,18,28,30,24,0,2,1,7,303,93
5,10,24,13,44,1,18,27,31,24,1,3,0,8,312,97
6,5,44,7,28,39,19,26,31,24,0,4,1,9,222,129
25,43,48,9,41,19,19,26,31,24,1,5,0,10,321,185
10,31,17,14,32,18,19,26,30,25,2,6,1,0,213,122
20,19,1,14,25,37,19,25,31,25,3,7,0,1,402,116
32,8,26,22,33,28,19,24,31,26,4,8,1,0,213,149
36,28,2,6,10,43,19,24,32,25,5,9,0,1,321,125
30,4,15,33,46,11,18,25,32,25,6,0,1,2,231,139
3,19,6,27,17,10,18,26,32,24,7,0,2,3,231,82
15,18,8,22,29,44,18,26,31,25,8,1,3,0,123,136
23,35,28,1,12,17,18,26,31,25,9,2,4,0,213,116
3,30,1,40,24,29,17,27,31,25,10,0,5,1,231,127
21,9,3,42,15,18,17,27,31,25,11,0,6,2,060,108
4,22,41,25,21,16,17,26,32,25,12,1,0,3,411,129
47,3,4,20,48,23,17,25,32,26,13,2,1,0,123,145
38,33,49,29,30,45,16,26,32,26,14,0,2,1,032,224
45,27,30,16,6,28,16,27,32,25,15,0,3,2,240,152
44,19,47,16,24,13,16,27,33,24,16,1,0,3,312,163
26,4,2,7,8,19,17,27,32,24,0,2,1,4,303,66
7,33,29,32,10,19,16,27,33,24,1,3,0,5,312,130
20,38,21,40,7,24,17,27,32,24,0,4,1,6,222,150
19,44,16,6,1,36,16,27,33,24,1,5,0,7,321,122
39,7,32,11,15,6,16,28,32,24,2,0,1,8,132,110
6,10,23,33,3,34,15,29,32,24,3,0,2,9,231,109
37,30,35,48,29,17,15,28,32,25,4,1,3,0,123,196
32,27,22,21,42,8,15,29,31,25,5,0,4,1,132,152
41,37,28,33,49,31,15,28,32,25,6,1,0,2,311,219
23,16,15,34,9,26,16,27,32,25,0,2,1,3,222,123
9,11,16,30,42,34,15,28,32,25,1,0,2,4,231,142
24,19,42,9,48,15,15,29,31,25,2,0,3,5,150,157
44,49,43,20,18,15,16,28,31,25,0,1,4,6,122,189
30,2,1,23,8,24,16,28,30,26,1,2,5,0,123,88
36,22,45,27,21,28,15,29,30,26,2,0,6,1,240,179
