b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
11,21,46,13,15,5,31,19,25,25,0,9,12,2,222,111
43,27,17,23,16,22,31,19,25,25,1,10,0,3,312,148
1,46,16,8,48,35,30,19,26,25,2,11,0,4,312,154
9,38,20,24,48,26,31,19,25,25,0,12,1,5,033,165
15,46,30,16,47,41,32,19,24,25,0,13,2,6,222,195
2,17,43,24,37,20,31,19,24,26,1,14,3,0,213,143
47,14,42,9,37,7,32,18,24,26,0,15,4,1,222,156
40,38,42,44,23,16,32,18,23,27,1,16,5,0,213,203
39,14,10,18,9,26,32,18,23,27,2,0,6,1,132,116
31,48,18,45,20,12,32,19,22,27,3,0,7,2,141,174
17,13,9,4,46,1,32,19,23,26,4,1,0,3,411,90
6,45,21,39,16,19,32,19,23,26,5,0,1,4,240,146
45,6,17,33,37,10,32,20,23,25,6,0,2,5,231,148
25,14,16,41,23,38,31,20,23,26,7,1,3,0,204,157
30,36,34,41,18,27,31,20,23,26,8,0,4,1,141,186
5,29,45,15,23,19,31,19,23,27,9,1,5,0,123,136
12,23,43,15,8,38,30,19,23,28,10,2,6,0,123,139
3,26,46,21,13,42,29,20,23,28,11,0,7,1,231,151
30,18,2,38,43,40,30,20,22,28,0,1,8,2,222,171
31,32,15,42,44,14,30,20,21,29,1,2,9,0,123,178
41,9,49,8,38,20,30,20,20,30,2,3,10,0,014,165
41,9,49,8,38,20,30,20,20,30,2,3,10,0,014,165
11,27,38,35,43,21,30,20,19,31,3,4,11,0,123,175
32,29,8,4,18,5,29,20,19,32,4,5,12,0,114,96
49,27,11,45,14,41,28,20,19,33,5,6,13,0,023,187
25,38,1,7,3,4,28,20,20,32,6,7,0,1,411,78
45,15,12,37,38,9,28,20,20,32,7,0,1,2,141,156
16,3,37,36,18,45,27,21,20,32,8,0,2,3,240,155
25,28,8,43,5,46,27,21,20,32,9,1,0,4,402,155
30,9,23,4,14,3,27,21,20,32,10,0,1,5,132,83
25,43,12,8,26,41,27,21,20,32,11,1,2,0,213,155
33,37,45,49,19,36,27,22,19,32,12,0,3,1,230,219
21,47,11,19,33,7,27,22,19,32,0,1,4,2,222,138
47,16,32,30,3,14,26,22,19,33,1,2,5,0,123,142
41,8,32,38,15,2,26,22,19,33,2,3,6,0,015,136
8,26,27,17,14,42,26,22,18,34,3,4,7,0,024,134
30,45,35,13,49,22,27,21,18,34,0,5,8,1,221,194
34,47,48,30,35,28,28,21,18,33,0,6,9,2,222,222
19,29,38,39,10,32,28,21,17,34,1,7,10,0,213,167
11,2,28,43,30,32,28,21,16,35,2,8,11,0,213,146
38,12,16,17,32,7,28,21,16,35,3,9,12,0,213,122
32,4,43,39,37,23,27,21,17,35,4,10,0,1,312,178
47,30,11,22,48,9,27,22,16,35,5,0,1,2,132,167
48,44,49,15,9,34,26,23,16,35,6,0,2,3,131,199
30,46,4,49,11,21,27,23,15,35,0,1,3,4,221,161
48,19,10,12,23,44,28,23,14,35,0,2,4,5,222,156
6,19,41,18,29,33,27,24,14,35,1,0,5,6,132,146
36,46,26,43,24,48,27,25,14,34,2,0,6,7,231,223
48,12,49,7,26,25,28,24,14,34,0,1,7,8,221,167
38,37,30,16,48,40,28,24,15,33,1,2,0,9,321,209
28,36,26,47,13,33,28,24,15,33,0,3,1,10,222,183
37,41,6,14,24,44,28,23,15,34,1,4,2,0,123,166
29,30,39,21,41,18,28,24,15,33,2,0,3,1,042,178
18,38,8,31,16,22,28,24,16,32,3,1,0,2,312,133
30,43,39,34,6,48,28,24,16,32,4,0,1,3,240,200
28,6,11,2,26,35,28,23,16,33,5,1,2,0,114,108
30,2,3,47,36,43,28,24,15,33,6,0,3,1,132,161
43,9,36,28,42,29,28,25,15,32,7,0,4,2,231,187
44,48,36,31,20,26,28,25,14,33,8,1,5,0,123,205
5,28,31,26,32,49,28,24,14,34,9,2,6,0,203,171
31,8,43,1,25,26,27,24,15,34,10,3,0,1,402,134
18,41,47,20,3,40,27,23,15,35,11,4,1,0,123,169
45,16,4,6,3,1,27,23,15,35,0,5,2,1,330,75
34,24,30,38,10,32,28,23,14,35,0,6,3,2,222,168
16,46,7,42,1,41,28,22,15,35,1,7,0,3,411,153
30,13,17,25,9,24,28,23,15,34,2,0,1,4,231,118
48,31,9,43,37,13,27,23,16,34,3,1,0,5,420,181
17,30,18,43,44,48,26,24,16,34,4,0,1,6,132,200
7,46,30,28,35,2,26,24,17,33,5,1,0,7,312,148
29,2,26,22,46,23,25,24,17,34,6,2,1,0,204,148
