b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
45,27,1,11,14,7,25,21,24,30,0,3,5,2,222,105
39,49,27,26,36,18,25,21,24,30,1,0,6,3,041,195
43,22,47,16,9,6,24,21,25,30,2,1,0,4,321,143
3,5,13,25,10,28,24,21,26,29,3,2,0,5,411,84
16,9,42,4,6,2,24,21,26,29,4,0,1,6,231,79
39,35,24,47,46,11,24,21,26,29,5,1,2,0,123,202
24,2,43,34,48,12,23,22,26,29,6,0,3,1,231,163
38,13,30,7,10,49,23,22,26,29,7,1,0,2,311,147
21,45,36,24,1,37,23,22,26,29,8,0,1,3,240,164
11,35,38,15,16,10,23,22,26,29,9,1,2,0,213,125
30,24,11,39,47,20,23,22,26,29,0,2,3,1,033,171
6,44,43,36,27,21,23,23,26,28,1,0,4,2,141,177
13,1,43,5,23,37,23,22,27,28,2,1,0,3,402,122
9,12,38,3,43,41,23,22,27,28,3,0,1,4,132,146
46,32,39,22,43,10,23,21,28,28,4,1,0,5,411,192
22,10,20,9,4,18,22,21,29,28,5,2,0,6,321,83
2,20,25,5,31,45,22,20,29,29,6,3,1,0,213,128
43,9,22,35,16,46,22,19,30,29,7,4,0,1,411,171
9,23,29,33,5,44,22,19,29,30,8,5,1,0,024,143
25,19,15,3,29,9,22,20,29,29,9,0,2,1,231,100
26,44,49,11,7,43,22,20,29,29,10,1,3,0,203,180
5,26,38,33,28,47,22,19,29,30,11,2,4,0,114,177
12,38,48,27,37,34,22,20,28,30,12,0,5,1,231,196
33,1,6,38,41,39,21,21,28,30,13,0,6,2,132,158
15,24,34,19,2,13,21,21,29,29,14,1,0,3,321,107
5,15,10,40,33,32,22,21,28,29,0,2,1,4,222,135
38,16,34,39,37,4,22,21,28,29,1,3,0,5,411,168
40,8,47,20,17,26,22,20,28,30,2,4,1,0,105,158
46,49,18,47,33,38,22,20,28,30,0,5,2,1,122,231
20,25,29,16,4,30,22,20,29,29,1,6,0,2,312,124
17,12,23,15,49,13,22,20,29,29,0,7,1,3,122,129
21,44,13,8,47,48,22,20,29,29,1,8,2,0,123,181
10,48,44,1,39,19,22,20,30,28,2,9,0,1,321,161
39,34,1,10,43,12,22,20,31,27,3,10,0,2,420,139
25,24,18,17,16,35,22,20,31,27,0,11,1,3,222,135
5,33,15,13,18,37,21,21,31,27,1,0,2,4,231,121
28,9,44,49,42,29,22,21,30,27,0,1,3,5,122,201
33,42,11,31,45,46,22,22,30,26,1,0,4,6,231,208
21,42,7,31,24,22,23,22,29,26,0,1,5,7,330,147
18,40,27,22,39,28,24,22,28,26,0,2,6,8,330,174
34,20,45,26,13,5,23,22,28,27,1,3,7,0,213,143
38,16,30,3,10,17,24,21,28,27,0,4,8,1,222,114
35,8,11,47,24,45,24,21,28,27,1,5,9,0,024,170
49,10,20,44,17,2,23,21,28,28,2,6,10,0,104,142
43,17,33,46,48,44,24,21,28,27,0,7,11,1,222,231
29,2,10,8,30,38,24,21,27,28,1,8,12,0,114,117
17,12,7,23,9,26,24,20,27,29,2,9,13,0,123,94
22,13,24,6,41,48,24,21,26,29,3,0,14,1,231,154
35,10,45,47,21,46,24,21,26,29,0,1,15,2,222,204
20,1,27,31,40,48,24,21,26,29,1,2,0,3,321,167
42,16,32,27,14,37,24,21,26,29,0,3,1,4,222,168
1,42,14,28,49,3,25,21,26,28,0,4,2,5,221,137
27,1,46,48,43,19,24,21,27,28,1,5,0,6,420,184
35,13,49,37,31,33,24,20,28,28,2,6,0,7,311,198
44,5,45,21,30,1,24,21,28,27,3,0,1,8,132,146
11,16,17,19,39,30,25,21,27,27,0,1,2,9,222,132
17,20,31,36,21,42,25,22,27,26,1,0,3,10,132,167
32,38,20,8,7,39,24,22,27,27,2,1,4,0,114,144
35,12,28,34,24,46,24,21,28,27,3,2,0,1,321,179
9,24,14,20,40,21,24,22,27,27,4,0,1,2,132,128
38,35,26,34,47,36,23,22,27,28,5,1,2,0,114,216
25,46,6,4,43,23,22,22,28,28,6,2,0,1,411,147
4,14,30,21,41,31,23,22,27,28,0,3,1,2,222,141
8,23,33,12,40,18,22,23,27,28,1,0,2,3,132,134
42,46,11,10,48,41,23,22,27,28,0,1,3,4,222,198
13,1,47,36,31,19,22,22,28,28,1,2,0,5,411,147
34,2,23,26,45,31,22,22,27,29,2,3,1,0,213,161
46,38,33,42,36,40,22,23,27,28,3,0,2,1,231,235
4,28,49,3,26,30,23,23,27,27,0,1,3,2,221,140
24,37,31,27,41,40,23,23,28,26,1,2,0,3,321,200
9,28,6,49,47,23,24,23,28,25,0,3,1,4,122,162
14,43,41,47,35,7,24,23,28,25,1,4,2,0,204,187
32,30,19,38,45,41,24,22,28,26,2,5,3,0,123,205
42,15,16,26,39,2,24,23,27,26,3,0,4,1,132,140
16,24,38,25,44,34,24,22,28,26,4,1,0,2,312,181
46,9,7,8,37,41,24,22,28,26,5,2,0,3,312,148
25,15,31,36,28,9,25,22,28,25,0,3,1,4,330,144
39,47,21,37,15,6,25,22,28,25,1,0,2,5,141,165
38,24,48,27,37,17,25,23,27,25,2,0,3,6,132,191
18,46,10,33,32,48,25,24,26,25,3,0,4,7,231,187
46,44,22,40,8,42,24,24,27,25,4,1,0,8,312,202
37,49,12,3,20,43,25,24,27,24,0,2,1,9,221,164
25,8,13,18,42,43,25,24,28,23,1,3,0,10,321,149
31,44,41,2,3,18,25,24,27,24,2,4,1,0,123,139
37,9,12,26,23,16,26,23,27,24,0,5,2,1,222,123
48,20,38,9,49,14,25,23,27,25,1,6,3,0,023,178
13,33,32,44,7,15,26,23,26,25,0,7,4,1,222,144
34,20,5,18,21,40,27,23,25,25,0,8,5,2,222,138
24,34,13,22,32,5,27,22,26,25,1,9,0,3,312,130
5,9,49,41,31,17,27,22,26,25,2,10,1,0,113,152
36,41,15,10,29,19,28,22,26,24,0,11,2,1,222,150
29,34,11,44,42,41,27,22,26,25,1,12,3,0,114,201
17,14,13,24,28,22,27,22,26,25,2,13,0,1,312,118
49,32,10,47,27,22,28,22,26,24,0,14,1,2,212,187
30,48,31,22,10,3,28,22,26,24,0,15,2,3,330,144
46,16,27,2,45,48,28,23,25,24,1,0,3,4,231,184
27,26,19,14,24,46,29,23,25,23,0,1,4,5,222,156
45,18,9,30,20,44,29,23,25,23,1,0,5,6,042,166
37,21,41,36,17,10,30,23,25,22,0,1,6,7,222,162
44,2,34,35,5,40,29,23,25,23,1,2,7,0,204,160
29,24,15,31,44,49,29,23,25,23,0,3,8,1,122,192
5,36,15,6,41,33,29,23,25,23,1,0,9,2,042,136
4,33,26,1,49,46,29,23,25,23,2,1,0,3,311,159
19,38,3,4,28,11,29,23,25,23,3,2,0,4,312,103
49,7,15,41,48,44,30,22,25,23,0,3,1,5,122,204
3,44,18,1,32,17,30,22,25,23,1,4,2,0,123,115
11,40,6,34,9,38,31,21,25,23,0,5,3,1,222,138
45,15,13,20,24,38,31,22,24,23,1,0,4,2,132,155
48,21,31,29,30,11,31,22,24,23,2,0,5,3,132,170
35,13,34,20,10,27,31,22,25,22,3,1,0,4,312,139
26,1,49,43,18,45,31,22,25,22,0,2,1,5,221,182
22,29,15,10,7,48,31,21,26,22,1,3,0,6,321,131
39,23,14,1,4,33,32,21,25,22,0,4,1,7,222,114
25,33,10,8,45,9,32,21,25,22,1,0,2,8,231,130
22,42,20,28,49,14,33,21,24,22,0,1,3,9,212,175
31,19,10,48,14,15,33,21,24,22,1,2,0,10,321,137
5,21,8,28,15,13,34,21,24,21,0,3,1,11,222,90
5,20,34,12,25,46,34,21,24,21,1,4,0,12,312,142
9,22,42,28,2,14,35,21,24,20,0,5,1,13,222,117
10,5,49,19,1,27,35,20,25,20,1,6,0,14,311,111
29,8,26,41,19,42,35,20,25,20,2,7,1,0,114,165
27,19,21,44,6,49,35,21,25,19,3,0,2,1,131,166
30,9,34,37,17,40,35,20,26,19,4,1,0,2,321,167
31,23,42,27,35,46,36,19,26,19,0,2,1,3,222,204
25,5,23,37,19,39,36,19,26,19,1,3,0,4,312,148
12,46,36,14,34,6,35,20,26,19,2,0,1,5,231,148
36,37,27,34,35,41,36,20,25,19,0,1,2,6,222,210
25,39,3,44,23,33,36,21,25,18,1,0,3,7,132,167
23,30,34,3,31,48,35,22,25,18,2,0,4,8,231,169
26,40,39,30,46,34,35,22,25,18,3,1,0,9,321,215
25,47,45,18,3,8,34,23,25,18,4,0,1,10,132,146
26,47,11,16,46,38,34,23,25,18,5,1,2,0,204,184
28,20,47,42,48,11,34,23,24,19,6,2,3,0,123,196
6,15,33,36,16,47,34,24,23,19,7,0,4,1,141,153
6,24,42,35,4,27,33,25,23,19,8,0,5,2,141,138
23,19,22,10,13,46,33,24,24,19,9,1,0,3,501,133
5,30,14,40,23,35,32,24,24,20,10,2,1,0,114,147
39,1,4,44,47,8,32,23,24,21,11,3,2,0,213,143
13,24,47,38,48,22,32,23,24,21,0,4,3,1,222,192
4,20,30,33,28,31,31,23,25,21,1,5,0,2,321,146
32,4,11,20,30,34,31,23,25,21,2,6,1,0,213,131
24,23,37,16,21,9,30,24,25,21,3,0,2,1,231,130
32,31,40,37,1,38,30,24,26,20,4,1,0,2,402,179
3,42,2,44,49,27,30,25,26,19,5,0,1,3,032,167
7,25,29,28,14,33,29,25,27,19,6,1,0,4,312,136
17,46,36,15,22,30,29,26,27,18,7,0,1,5,231,166
24,41,32,34,31,12,30,26,27,17,0,1,2,6,222,174
20,17,3,14,47,32,30,25,27,18,1,2,3,0,015,133
27,3,46,18,49,10,29,26,27,18,2,0,4,1,230,153
24,18,44,42,33,32,29,27,26,18,3,0,5,2,042,193
6,43,34,28,49,24,28,27,27,18,4,1,0,3,320,184
42,4,19,16,43,23,27,27,28,18,5,2,0,4,411,147
45,2,5,11,42,47,27,27,27,19,6,3,1,0,024,152
44,39,13,30,24,42,27,28,26,19,7,0,2,1,141,192
43,17,23,42,33,28,28,27,26,19,0,1,3,2,222,186
34,37,39,22,9,3,28,27,26,19,0,2,4,3,330,144
47,2,30,18,13,32,28,26,26,20,1,3,5,0,123,142
16,30,31,28,12,49,28,26,27,19,2,4,0,1,320,166
8,19,31,42,45,24,28,27,26,19,3,0,1,2,231,169
1,44,29,43,41,42,28,26,26,20,4,1,2,0,213,200
26,12,30,8,22,37,29,26,26,19,0,2,3,1,222,135
40,46,16,12,26,7,29,26,26,19,1,3,0,2,411,147
17,47,19,2,40,41,28,26,26,20,2,4,1,0,204,166
14,37,46,12,17,27,29,25,26,20,0,5,2,1,222,153
4,40,9,12,16,8,28,25,27,20,1,6,0,2,321,89
23,41,43,28,32,19,29,25,26,20,0,7,1,3,303,186
9,17,4,7,37,28,29,25,27,19,1,8,0,4,411,102
45,29,12,23,43,3,29,25,27,19,2,0,1,5,132,155
41,36,9,1,16,45,28,26,27,19,3,0,2,6,231,148
2,13,20,38,4,37,29,26,26,19,0,1,3,7,303,114
11,22,16,27,12,34,28,26,27,19,1,2,0,8,321,122
15,2,10,25,36,6,28,27,27,18,2,0,1,9,231,94
13,28,34,11,8,15,28,27,28,17,3,1,0,10,312,109
20,17,5,16,24,42,28,26,28,18,4,2,1,0,123,124
40,24,6,2,4,33,28,27,27,18,5,0,2,1,231,109
45,19,22,36,9,37,29,27,26,18,0,1,3,2,330,168
24,11,43,13,45,30,28,28,26,18,1,0,4,3,231,166
34,46,28,17,24,36,28,27,27,18,2,1,0,4,321,185
26,38,27,25,5,14,28,26,27,19,3,2,1,0,114,135
44,7,15,18,28,38,29,25,27,19,0,3,2,1,222,150
33,35,3,38,4,40,30,25,26,19,0,4,3,2,222,153
39,19,17,30,47,40,30,25,26,19,0,5,4,3,222,192
2,41,40,9,35,27,30,25,25,20,1,6,5,0,123,154
34,11,8,9,10,3,31,25,25,19,0,7,6,1,222,75
5,28,4,11,30,45,31,25,25,19,0,8,7,2,222,123
32,25,7,39,43,12,31,25,26,18,1,9,0,3,321,158
19,41,36,7,45,47,31,25,26,18,0,10,1,4,222,195
42,30,48,7,4,18,30,26,26,18,1,0,2,5,240,149
25,27,18,29,49,17,31,26,25,18,0,1,3,6,122,165
9,3,33,8,28,19,31,27,25,17,1,0,4,7,231,100
15,11,10,19,1,27,30,27,26,17,2,1,0,8,321,83
16,5,12,38,40,27,31,27,26,16,0,2,1,9,222,138
26,40,9,2,3,28,32,27,25,16,0,3,2,10,222,108
48,8,24,12,19,34,31,28,25,16,1,0,3,11,231,145
3,5,34,22,43,38,30,28,26,16,2,1,0,12,312,145
49,39,1,20,42,12,30,28,26,16,3,0,1,13,131,163
12,35,43,20,33,32,29,28,26,17,4,1,2,0,123,175
10,27,1,3,29,33,29,28,26,17,5,0,3,1,231,103
26,41,20,42,46,5,28,28,26,18,6,1,4,0,114,180
29,49,39,45,5,3,28,29,26,17,7,0,5,1,032,170
24,44,39,2,29,37,27,29,26,18,8,1,6,0,123,175
31,14,47,29,7,26,27,28,26,19,9,2,7,0,204,154
40,19,30,3,11,24,27,29,25,19,10,0,8,1,231,127
48,43,23,12,15,37,27,30,24,19,11,0,9,2,231,178
48,8,5,47,32,13,26,30,24,20,12,1,10,0,114,153
5,23,34,27,2,21,26,30,24,20,13,2,11,0,123,112
11,46,35,29,36,12,25,30,24,21,14,3,12,0,123,169
8,22,31,3,9,21,25,30,24,21,15,0,13,1,231,94
11,16,31,29,10,2,26,29,24,21,0,1,14,2,303,99
15,39,27,8,19,49,26,30,23,21,1,0,15,3,131,157
31,12,1,30,22,13,25,30,24,21,2,1,0,4,420,109
9,13,4,28,27,38,25,30,24,21,3,2,0,5,321,119
43,29,5,46,39,37,24,30,25,21,4,3,0,6,312,199
37,35,11,15,27,17,24,29,25,22,5,4,1,0,123,142
10,12,11,25,22,31,23,29,26,22,6,5,0,1,411,111
22,38,9,18,49,10,24,29,25,22,0,6,1,2,221,146
3,6,33,11,10,43,23,30,25,22,1,0,2,3,231,106
25,47,27,46,29,10,23,30,25,22,2,1,0,4,312,184
23,34,49,36,27,44,23,30,25,22,0,2,1,5,122,213
15,10,20,44,1,45,24,30,24,22,0,3,2,6,222,135
19,26,15,3,33,46,24,31,24,21,1,0,3,7,231,142
14,37,18,21,28,3,24,31,24,21,2,0,4,8,231,121
19,37,46,25,10,33,24,31,24,21,3,1,0,9,510,170
45,39,44,27,34,28,23,32,24,21,4,0,1,10,231,217
19,23,45,12,38,11,23,32,23,22,5,1,2,0,123,148
34,15,21,47,13,16,23,31,24,22,6,2,0,1,321,146
31,43,33,24,14,6,22,32,24,22,7,0,1,2,231,151
32,21,17,25,30,42,22,32,24,22,8,0,2,3,132,167
31,21,8,2,23,10,22,31,24,23,9,1,3,0,213,95
2,32,31,42,41,27,22,31,23,24,10,2,4,0,123,175
43,44,24,22,35,34,22,30,24,24,11,3,0,1,312,202
4,44,14,19,40,47,23,30,24,23,0,4,1,2,303,168
31,13,32,20,16,6,23,30,25,22,1,5,0,3,312,118
43,35,18,14,29,34,23,29,25,23,2,6,1,0,213,173
29,9,32,27,22,38,23,28,25,24,3,7,2,0,123,157
27,3,15,13,12,19,23,29,24,24,4,0,3,1,240,89
