b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
32,13,11,38,20,47,21,33,14,32,15,2,4,0,105,161
8,40,37,9,2,28,21,32,15,32,16,3,0,1,312,124
35,6,11,47,27,30,22,32,15,31,0,4,1,2,033,156
24,34,21,39,41,46,22,32,15,31,1,0,2,3,231,205
36,30,18,6,43,2,22,32,15,31,2,0,3,4,141,135
3,20,40,49,23,21,23,32,15,30,0,1,4,5,122,156
32,3,48,18,36,46,22,33,15,30,1,0,5,6,141,183
37,12,6,8,11,27,22,34,14,30,2,0,6,7,132,101
27,1,48,18,30,13,22,34,14,30,3,0,7,8,240,137
11,26,9,33,30,21,22,34,14,30,4,0,8,9,042,130
29,45,17,24,23,49,21,34,14,31,5,1,9,0,023,187
40,8,34,22,13,17,21,33,15,31,6,2,0,1,402,134
12,47,34,41,11,3,21,32,15,32,7,3,1,0,123,148
4,25,39,32,41,49,22,32,15,31,0,4,2,1,212,190
46,41,5,34,36,33,23,32,15,30,0,5,3,2,222,195
43,41,48,39,27,13,22,33,15,30,1,0,4,3,231,211
37,9,21,18,32,34,22,33,15,30,2,0,5,4,231,151
11,31,23,33,46,21,22,33,15,30,0,1,6,5,222,165
21,22,32,1,19,2,22,33,15,30,1,2,0,6,312,97
5,6,4,42,8,40,23,32,15,30,0,3,1,7,222,105
16,4,11,12,27,34,23,32,16,29,1,4,0,8,321,104
14,38,34,8,15,13,23,31,16,30,2,5,1,0,213,122
2,25,27,13,32,47,23,31,16,30,3,6,2,0,213,146
10,5,47,39,46,37,23,30,17,30,4,7,0,1,312,184
43,40,18,6,10,25,23,29,18,30,5,8,0,2,420,142
28,7,40,1,5,35,23,29,19,29,6,9,0,3,402,116
24,26,15,48,16,22,23,29,19,29,7,0,1,4,231,151
5,22,32,41,20,23,22,29,19,30,8,1,2,0,105,143
8,26,38,37,28,42,22,28,19,31,9,2,3,0,213,179
29,30,47,41,14,20,22,27,19,32,10,3,4,0,015,181
47,7,5,30,26,40,22,27,19,32,11,4,5,0,213,155
5,34,14,10,11,19,22,27,19,32,0,5,6,1,303,93
36,14,8,3,43,38,21,27,19,33,1,6,7,0,123,142
4,38,30,19,40,10,21,27,20,32,2,7,0,1,411,141
32,22,27,44,17,5,21,27,20,32,3,8,1,0,114,147
35,41,31,3,47,20,21,27,20,32,4,9,2,0,114,177
11,25,38,49,47,46,20,27,20,33,5,10,3,0,203,216
11,34,28,43,15,24,20,26,21,33,6,11,0,1,321,155
46,29,14,34,8,41,20,26,21,33,7,12,1,0,204,172
28,9,33,24,32,29,19,27,21,33,8,0,2,1,132,155
13,20,27,35,43,40,19,26,22,33,9,1,0,2,312,178
34,25,26,17,24,9,20,26,22,32,0,2,1,3,222,135
36,6,30,2,37,40,20,27,21,32,1,0,2,4,231,151
46,11,8,10,12,18,20,27,21,32,0,1,3,5,222,105
30,24,33,15,19,32,20,27,21,32,1,0,4,6,141,153
14,26,40,23,3,2,19,27,21,33,2,1,5,0,114,108
23,1,29,11,8,42,18,27,21,34,3,2,6,0,114,114
33,46,25,22,34,43,17,27,22,34,4,3,0,1,510,203
38,22,16,41,10,29,18,27,21,34,0,4,1,2,303,156
5,41,24,1,45,34,19,27,21,33,0,5,2,3,222,150
20,36,17,19,10,22,19,27,21,33,1,6,0,4,312,124
33,5,41,26,37,39,19,26,21,34,2,7,1,0,123,181
23,26,19,27,24,43,20,26,20,34,0,8,2,1,222,162
38,10,36,16,40,21,20,26,20,34,1,9,0,2,321,161
25,47,8,22,43,3,20,25,21,34,2,10,0,3,312,148
42,35,26,44,36,3,21,24,21,34,0,11,1,4,033,186
14,21,8,35,20,11,21,23,21,35,1,12,2,0,015,109
37,11,24,32,34,36,21,23,21,35,0,13,3,1,222,174
27,13,37,42,46,38,20,23,22,35,1,14,0,2,321,203
15,33,30,27,35,23,20,23,22,35,2,0,1,3,042,163
34,5,18,2,45,32,20,23,22,35,3,1,2,0,123,136
40,1,9,22,19,32,20,23,23,34,4,2,0,1,411,123
19,45,17,23,48,30,20,24,23,33,5,0,1,2,132,182
26,6,31,9,2,19,20,24,23,33,0,1,2,3,222,93
37,20,6,47,27,13,21,24,22,33,0,2,3,4,222,150
20,13,42,41,19,2,20,24,22,34,1,3,4,0,213,137
17,22,19,43,30,11,20,24,23,33,2,4,0,1,312,142
40,44,33,37,45,2,20,24,23,33,0,5,1,2,222,201
46,3,19,26,18,13,20,23,24,33,1,6,0,3,321,125
3,30,24,11,31,17,20,24,23,33,2,0,1,4,132,116
33,40,30,20,16,6,20,24,23,33,3,0,2,5,231,145
41,43,42,44,10,26,20,24,23,33,4,1,3,0,213,206
5,26,7,8,28,30,20,24,23,33,5,2,4,0,213,104
2,15,6,22,35,19,20,24,23,33,0,3,5,1,222,99
6,29,45,18,9,19,20,25,23,32,1,0,6,2,141,126
44,27,7,9,1,10,20,24,24,32,2,1,0,3,321,98
37,40,11,9,29,12,21,23,24,32,0,2,1,4,222,138
2,46,29,19,13,14,21,23,24,32,0,3,2,5,303,123
27,32,39,30,29,34,21,24,24,31,1,0,3,6,132,191
14,44,7,12,37,45,22,23,24,31,0,1,4,7,222,159
31,5,13,21,32,44,22,23,24,31,1,2,5,0,213,146
2,25,13,9,28,38,22,22,25,31,2,3,0,1,312,115
23,38,49,22,27,28,23,21,25,31,0,4,1,2,212,187
45,4,46,49,9,38,24,21,25,30,0,5,2,3,221,191
22,15,34,35,38,41,24,21,25,30,1,6,3,0,213,185
18,1,48,23,37,36,23,22,25,30,2,0,4,1,231,163
13,11,15,40,20,26,23,22,25,30,3,1,5,0,213,125
46,24,40,31,21,6,24,21,25,30,0,2,6,1,330,168
34,22,42,35,49,12,25,21,25,29,0,3,7,2,221,194
47,5,39,17,26,45,25,21,24,30,1,4,8,0,024,179
7,23,33,41,26,15,25,21,24,30,2,5,9,0,123,145
