b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
28,22,31,19,42,36,22,25,26,27,7,1,0,4,420,178
3,14,46,22,43,7,22,24,27,27,8,2,0,5,411,135
47,4,3,14,40,20,22,24,27,27,9,3,1,0,213,128
12,21,8,34,26,29,22,24,26,28,10,4,2,0,123,130
4,18,19,13,41,26,21,24,27,28,11,5,0,1,312,121
18,36,49,48,8,15,20,25,27,28,12,0,1,2,041,174
6,26,16,11,30,41,20,24,27,29,13,1,2,0,123,130
27,45,23,36,17,24,20,25,27,28,14,0,3,1,042,172
31,22,13,4,37,14,20,25,28,27,15,1,0,2,501,121
28,48,32,46,34,24,19,25,29,27,16,2,0,3,321,212
24,1,36,20,31,46,19,25,29,27,17,3,0,4,321,158
36,40,30,23,12,21,19,26,29,26,18,0,1,5,141,162
38,7,49,16,29,11,19,26,29,26,19,1,2,0,203,150
33,44,34,20,21,1,20,25,29,26,0,2,3,1,222,153
23,2,4,35,46,13,20,25,29,26,0,3,4,2,303,123
27,22,1,45,31,2,19,25,30,26,1,4,0,3,321,128
18,3,8,17,9,29,20,25,29,26,0,5,1,4,033,84
7,10,24,43,25,41,20,25,29,26,1,6,0,5,411,150
15,21,5,14,2,28,20,25,28,27,2,7,1,0,123,85
45,25,1,6,33,34,21,24,28,27,0,8,2,1,330,144
38,42,32,39,46,48,20,25,28,27,1,0,3,2,132,245
16,22,21,43,2,1,20,25,29,26,2,1,0,3,411,105
4,46,1,8,18,13,20,24,30,26,3,2,0,4,411,90
13,30,16,12,49,15,19,25,30,26,4,0,1,5,230,135
37,28,19,47,26,45,19,25,30,26,5,1,0,6,312,202
24,42,7,30,39,27,19,26,30,25,6,0,1,7,150,169
26,20,10,38,30,47,19,26,29,26,7,1,2,0,114,171
42,27,40,2,11,3,19,27,28,26,8,0,3,1,132,125
22,21,18,9,4,26,19,28,27,26,9,0,4,2,231,100
21,43,33,38,4,31,19,28,28,25,10,1,0,3,321,170
46,23,20,21,43,36,20,27,28,25,0,2,1,4,222,189
1,40,33,3,16,48,20,27,28,25,0,3,2,5,330,141
48,41,20,18,12,21,20,28,28,24,1,0,3,6,042,160
44,31,43,25,17,2,21,27,28,24,0,1,4,7,303,162
44,33,32,13,10,3,22,27,28,23,0,2,5,8,222,135
8,43,23,30,44,36,22,27,28,23,1,3,6,0,123,184
3,24,23,17,13,10,22,27,28,23,0,4,7,1,222,90
40,15,47,7,44,46,22,26,29,23,1,5,0,2,312,199
10,17,30,40,7,42,22,26,30,22,2,6,0,3,321,146
