b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
31,10,39,15,28,45,24,25,27,24,0,2,1,3,330,168
1,15,19,31,4,34,24,25,27,24,1,3,0,4,510,104
45,38,9,33,34,47,23,26,27,24,2,0,1,5,132,206
27,28,37,26,19,34,22,26,28,24,3,1,0,6,411,171
39,24,31,3,22,45,22,27,28,23,4,0,1,7,240,164
5,24,40,18,42,27,22,28,27,23,5,0,2,8,141,156
5,42,6,2,8,36,23,28,26,23,0,1,3,9,033,99
17,25,1,12,13,11,23,28,26,23,1,2,0,10,312,79
8,38,36,37,30,47,23,28,26,23,2,3,1,0,123,196
36,31,8,11,33,19,23,28,26,23,0,4,2,1,222,138
15,9,21,7,24,26,23,28,26,23,1,0,3,2,141,102
32,16,30,29,37,2,22,28,26,24,2,1,4,0,213,146
25,11,17,45,48,34,23,27,26,24,0,2,5,1,222,180
7,13,17,27,44,30,24,27,25,24,0,3,6,2,222,138
19,15,20,2,30,40,25,27,25,23,0,4,7,3,222,126
29,11,1,4,7,22,25,27,26,22,1,5,0,4,402,74
23,42,31,29,7,18,26,26,26,22,0,6,1,5,222,150
47,46,3,44,5,45,26,26,25,23,1,7,2,0,123,190
27,4,28,20,31,12,25,26,26,23,2,8,0,1,321,122
12,38,39,27,26,30,25,27,26,22,3,0,1,2,042,172
46,15,29,31,23,47,24,27,26,23,4,1,2,0,213,191
22,43,19,20,10,29,23,27,27,23,5,2,0,1,402,143
26,31,30,27,21,43,23,28,27,22,6,0,1,2,231,178
11,13,2,5,49,33,23,28,26,23,7,1,2,0,113,113
7,22,28,5,35,20,24,28,25,23,0,2,3,1,303,117
12,41,19,27,23,40,25,28,25,22,0,3,4,2,222,162
3,27,42,46,32,2,25,29,24,22,1,0,5,3,132,152
11,49,35,38,41,42,25,29,24,22,2,1,6,0,014,216
34,8,25,15,39,49,26,28,24,22,0,2,7,1,221,170
23,29,41,28,36,27,26,28,23,23,1,3,8,0,123,184
21,29,36,19,3,11,26,29,23,22,2,0,9,1,132,119
25,30,42,17,34,28,26,29,24,21,3,1,0,2,321,176
