b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
19,34,23,9,26,21,22,18,35,25,0,1,2,6,222,132
40,21,3,16,15,29,22,19,34,25,1,0,3,7,231,124
23,21,1,14,39,29,22,19,34,25,2,1,4,0,123,127
8,45,32,23,47,10,21,19,34,26,3,2,5,0,114,165
22,27,33,35,40,31,21,19,34,26,4,3,0,1,321,188
46,9,31,29,39,11,22,18,34,26,0,4,1,2,222,165
8,21,16,22,3,29,23,17,34,26,0,5,2,3,222,99
41,49,16,27,28,34,23,17,34,26,1,6,0,4,311,195
41,19,42,17,26,37,23,17,34,26,2,7,1,0,213,182
16,49,8,42,47,41,23,17,33,27,3,8,2,0,113,203
22,31,32,25,24,7,23,17,34,26,4,9,0,1,411,141
36,4,28,35,5,19,23,17,35,25,5,10,0,2,312,127
10,21,18,37,31,20,23,16,36,25,6,11,0,3,321,137
17,27,45,38,2,20,23,16,35,26,7,12,1,0,024,149
12,45,14,49,26,21,23,16,35,26,8,0,2,1,032,167
14,40,41,39,48,28,23,16,35,26,0,1,3,2,222,210
26,12,14,35,13,37,23,16,34,27,1,2,4,0,213,137
21,40,15,17,20,26,23,16,34,27,2,3,5,0,123,139
42,49,10,39,37,23,24,15,34,27,0,4,6,1,221,200
29,32,4,24,39,28,25,15,33,27,0,5,7,2,222,156
29,40,48,41,33,46,26,15,32,27,0,6,8,3,222,237
29,38,17,2,31,35,26,15,32,27,1,7,9,0,105,152
10,17,24,20,36,44,26,14,32,28,2,8,10,0,123,151
10,15,27,18,25,30,26,14,32,28,3,0,11,1,240,125
18,14,22,48,8,7,27,14,31,28,0,1,12,2,222,117
1,25,20,44,48,37,26,14,32,28,1,2,0,3,312,175
6,45,12,11,7,22,25,15,32,28,2,0,1,4,231,103
34,37,29,6,21,28,25,15,32,28,3,1,0,5,321,155
16,17,28,48,43,7,25,15,32,28,4,2,0,6,411,159
17,24,2,16,3,34,26,15,32,27,0,3,1,7,222,96
12,6,26,19,43,30,25,16,32,27,1,0,2,8,231,136
27,44,29,26,35,15,25,16,31,28,2,1,3,0,024,176
6,38,36,42,2,40,24,17,31,28,3,0,4,1,132,164
8,36,28,49,12,5,25,17,30,28,0,1,5,2,122,138
19,47,34,26,23,42,24,17,30,29,1,2,6,0,213,191
33,38,48,19,14,21,24,18,29,29,2,0,7,1,132,173
5,47,44,45,33,17,24,17,29,30,3,1,8,0,024,191
34,5,3,32,6,40,25,17,29,29,0,2,9,1,222,120
17,21,14,45,25,3,25,17,29,29,1,0,10,2,132,125
11,4,21,38,24,46,25,17,29,29,0,1,11,3,222,144
1,36,47,40,41,11,24,17,29,30,1,2,12,0,213,176
8,25,3,49,18,27,24,18,29,29,2,0,13,1,131,130
34,13,30,43,29,31,23,18,30,29,3,1,0,2,411,180
21,44,10,49,1,48,24,17,30,29,0,2,1,3,221,173
20,48,16,44,47,11,24,17,29,30,1,3,2,0,114,186
29,23,24,38,39,35,23,17,29,31,2,4,3,0,024,188
12,47,3,20,38,39,24,17,28,31,0,5,4,1,033,159
44,33,10,15,26,48,24,18,28,30,1,0,5,2,132,176
28,24,32,5,49,35,24,18,27,31,2,1,6,0,113,173
28,47,11,33,3,15,24,19,27,30,3,0,7,1,132,137
4,31,25,21,16,41,24,18,28,30,4,1,0,2,411,138
49,19,32,42,2,3,25,18,27,30,0,2,1,3,122,147
4,38,42,18,41,11,25,18,27,30,1,3,2,0,123,154
44,41,19,29,42,45,25,18,26,31,2,4,3,0,123,220
38,8,41,43,6,21,25,18,25,32,3,5,4,0,123,157
30,38,5,27,41,18,26,18,24,32,0,6,5,1,033,159
11,48,43,25,3,36,26,19,23,32,1,0,6,2,231,166
45,12,36,8,32,5,27,19,22,32,0,1,7,3,033,138
22,24,48,27,43,17,26,20,22,32,1,0,8,4,231,181
9,45,18,38,28,30,25,21,22,32,2,0,9,5,141,168
1,8,13,31,22,39,24,21,23,32,3,1,0,6,411,114
1,14,43,33,8,9,25,20,23,32,0,2,1,7,222,108
22,40,37,43,5,49,24,20,24,32,1,3,0,8,401,196
38,6,45,30,43,24,24,21,24,31,2,0,1,9,141,186
18,45,49,5,41,28,25,20,24,31,0,1,2,10,122,186
29,44,34,37,30,16,25,20,25,30,1,2,0,11,312,190
10,48,5,46,28,37,25,20,25,30,2,3,0,12,411,174
17,27,31,10,21,6,25,21,24,30,3,0,1,13,231,112
11,14,26,24,23,10,25,21,24,30,4,1,2,0,114,108
32,42,26,21,23,17,25,21,24,30,5,2,3,0,024,161
43,26,47,44,23,1,25,20,24,31,6,3,4,0,204,184
8,14,30,37,40,5,25,20,24,31,7,4,5,0,213,134
34,8,37,5,21,13,25,20,25,30,8,5,0,1,312,118
43,20,29,2,18,14,25,20,25,30,9,6,1,0,114,126
32,22,12,39,48,28,25,21,24,30,10,0,2,1,231,181
38,16,46,45,25,9,25,21,24,30,11,1,0,2,321,179
27,35,1,43,28,7,24,21,25,30,12,2,0,3,411,141
15,23,30,10,49,20,24,21,25,30,0,3,1,4,122,147
28,39,5,13,1,10,24,21,26,29,1,4,0,5,411,96
45,5,25,20,10,42,24,21,26,29,0,5,1,6,222,147
10,5,1,19,27,43,23,21,27,29,1,6,0,7,411,105
22,48,6,23,27,44,23,21,27,29,2,0,1,8,132,170
46,48,45,12,43,8,23,22,27,28,3,0,2,9,231,202
40,23,39,15,26,6,23,23,27,27,4,0,3,10,132,149
4,2,16,7,21,24,23,23,27,27,5,1,0,11,321,74
39,38,14,12,40,20,22,23,27,28,6,2,1,0,123,163
2,31,7,37,35,4,21,23,28,28,7,3,0,1,402,116
10,2,12,32,7,46,21,23,29,27,8,4,0,2,312,109
13,21,28,15,6,34,22,22,29,27,0,5,1,3,330,117
21,31,36,16,12,32,22,23,28,27,1,0,2,4,231,148
19,39,9,33,42,37,22,24,27,27,2,0,3,5,240,179
31,22,12,27,13,37,22,24,28,26,3,1,0,6,420,142
7,27,13,6,1,9,23,24,27,26,0,2,1,7,330,63
6,30,34,36,46,7,24,24,26,26,0,3,2,8,330,159
20,41,5,44,34,1,24,24,26,26,1,4,3,0,204,145
24,15,29,35,46,2,24,24,25,27,2,5,4,0,123,151
35,41,46,33,26,40,24,23,25,28,3,6,5,0,213,221
34,49,31,5,11,24,25,23,24,28,0,7,6,1,212,154
17,28,44,20,15,18,25,23,23,29,1,8,7,0,123,142
22,31,17,10,24,28,25,22,24,29,2,9,0,1,411,132
19,26,7,3,4,35,24,22,25,29,3,10,0,2,312,94
28,12,44,47,40,38,24,21,25,30,4,11,1,0,213,209
36,35,24,28,7,13,24,21,26,29,5,12,0,1,321,143
29,19,37,15,47,22,24,21,27,28,6,13,0,2,312,169
26,13,46,8,38,28,25,21,26,28,0,14,1,3,303,159
26,38,15,17,33,9,25,21,26,28,0,15,2,4,033,138
47,11,35,29,28,13,24,21,26,29,1,16,3,0,204,163
33,14,25,48,27,7,24,22,25,29,2,0,4,1,231,154
39,41,5,48,34,24,24,23,25,28,3,0,5,2,132,191
38,24,36,26,13,28,25,23,25,27,0,1,6,3,222,165
29,41,14,45,38,44,25,23,24,28,1,2,7,0,015,211
12,23,22,43,4,20,25,23,24,28,2,3,0,1,312,124
25,1,6,14,4,22,25,23,24,28,3,4,0,2,411,72
4,21,30,28,37,5,25,23,25,27,4,5,0,3,321,125
29,19,38,32,17,9,25,22,25,28,5,6,1,0,114,144
21,39,4,5,43,3,24,23,25,28,6,0,2,1,231,115
43,17,32,20,15,27,24,23,25,28,7,1,3,0,123,154
7,41,39,28,48,22,24,23,26,27,8,2,0,1,321,185
22,15,11,8,45,41,23,23,26,28,9,3,1,0,123,142
22,30,26,38,7,24,23,23,26,28,0,4,2,1,222,147
21,16,22,46,36,39,23,23,26,28,0,5,3,2,330,180
26,8,25,34,11,32,23,23,26,28,1,6,4,0,204,136
9,13,16,38,4,34,23,23,27,27,2,7,0,1,411,114
27,2,20,25,22,30,24,22,27,27,0,8,1,2,222,126
13,40,9,34,1,7,23,22,28,27,1,9,0,3,510,104
13,19,28,3,49,37,23,22,28,27,2,10,0,4,410,149
5,26,27,45,18,13,23,22,28,27,3,0,1,5,132,134
7,49,46,4,9,45,23,22,28,27,4,1,0,6,320,160
23,28,9,45,16,3,23,23,27,27,5,0,1,7,231,124
43,31,39,45,17,4,22,23,28,27,6,1,0,8,321,179
44,35,11,7,6,30,22,22,28,28,7,2,1,0,123,133
9,17,33,29,20,31,22,22,28,28,8,3,2,0,123,139
24,46,20,31,21,39,22,22,28,28,9,0,3,1,231,181
36,6,46,17,12,25,21,23,28,28,10,0,4,2,231,142
49,42,47,16,2,3,22,23,28,27,0,1,5,3,122,159
9,3,15,28,34,2,22,23,28,27,1,0,6,4,231,91
41,23,33,32,2,49,22,23,28,27,2,1,7,0,014,180
37,33,47,31,45,34,21,23,29,27,3,2,0,1,321,227
8,34,26,2,13,31,22,22,29,27,0,3,1,2,303,114
21,41,44,7,5,45,21,22,29,28,1,4,2,0,123,163
8,41,40,5,15,38,21,22,29,28,2,5,3,0,114,147
12,4,35,16,22,41,21,21,30,28,3,6,0,1,312,130
34,38,35,4,20,18,21,21,29,29,4,7,1,0,213,149
21,9,47,31,38,39,20,22,29,29,5,0,2,1,132,185
30,10,48,35,25,49,21,22,29,28,0,1,3,2,221,197
48,9,25,3,35,20,21,23,29,27,1,0,4,3,132,140
14,7,43,33,49,13,20,23,30,27,2,1,0,4,311,159
19,10,28,29,48,5,20,22,31,27,3,2,0,5,312,139
22,19,7,8,11,46,20,22,32,26,4,3,0,6,402,113
41,39,26,42,20,29,20,21,32,27,5,4,1,0,024,197
17,18,33,43,37,2,21,21,31,27,0,5,2,1,222,150
49,19,37,34,20,14,20,21,32,27,1,6,0,2,302,173
34,30,19,23,32,46,20,21,33,26,2,7,0,3,312,184
21,27,38,45,48,16,20,22,33,25,3,0,1,4,141,195
41,3,34,27,22,48,20,23,33,24,4,0,2,5,231,175
42,48,28,9,41,12,19,24,33,24,5,0,3,6,141,180
39,46,14,10,41,4,19,23,34,24,6,1,0,7,312,154
43,7,42,48,41,36,18,24,34,24,7,0,1,8,231,217
41,4,46,26,19,18,18,23,35,24,8,1,0,9,312,154
20,28,40,24,2,15,19,22,35,24,0,2,1,10,222,129
1,36,38,28,32,49,20,22,34,24,0,3,2,11,212,184
18,21,23,42,29,9,19,23,34,24,1,0,3,12,042,142
45,25,2,36,5,35,19,23,33,25,2,1,4,0,123,148
21,39,30,33,43,26,19,23,33,25,3,0,5,1,141,192
43,4,3,19,10,25,18,23,34,25,4,1,0,2,510,104
9,22,43,3,11,12,18,24,33,25,5,0,1,3,231,100
23,40,49,16,37,24,18,24,33,25,6,1,0,4,311,189
11,19,34,1,38,2,19,23,33,25,0,2,1,5,303,105
39,6,10,35,43,20,20,23,33,24,0,3,2,6,222,153
6,5,27,21,40,3,20,24,33,23,1,0,3,7,141,102
30,15,42,29,21,34,20,25,33,22,2,0,4,8,141,171
26,22,28,19,9,40,20,25,34,21,3,1,0,9,411,144
12,17,20,3,14,35,20,25,33,22,4,2,1,0,024,101
34,19,24,44,45,12,20,26,33,21,5,0,2,1,231,178
47,7,21,43,49,37,20,25,34,21,6,1,0,2,311,204
5,14,33,12,39,46,20,26,33,21,7,0,1,3,132,149
29,49,9,34,45,38,21,26,32,21,0,1,2,4,122,204
24,16,11,12,21,14,20,27,32,21,1,0,3,5,132,98
46,21,17,7,36,1,20,27,32,21,2,1,0,6,321,128
43,32,16,13,39,19,19,27,33,21,3,2,0,7,411,162
41,14,8,37,39,30,19,27,32,22,4,3,1,0,123,169
19,49,28,18,38,11,20,26,32,22,0,4,2,1,212,163
22,35,36,30,19,12,20,26,32,22,1,0,3,2,231,154
11,33,16,34,2,47,20,25,32,23,2,1,4,0,213,143
44,25,10,39,15,21,20,26,31,23,3,0,5,1,231,154
2,10,20,11,17,36,20,26,31,23,4,1,6,0,114,96
34,41,9,3,30,31,20,27,30,23,5,0,7,1,231,148
30,46,38,14,41,4,20,27,29,24,6,1,8,0,213,173
1,42,37,5,15,3,19,28,29,24,7,0,9,1,231,103
29,42,4,21,3,23,19,28,29,24,8,0,10,2,132,122
10,20,22,5,23,47,19,27,29,25,9,1,11,0,204,127
1,36,28,6,37,24,20,27,28,25,0,2,12,1,330,132
43,33,48,16,39,32,19,28,28,25,1,0,13,2,231,211
