b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
46,14,45,47,6,49,20,25,22,33,0,14,2,1,122,207
24,46,3,39,22,35,19,26,22,33,1,0,3,2,231,169
32,1,9,18,17,44,19,25,22,34,2,1,4,0,123,121
29,36,43,17,30,42,18,26,22,34,3,0,5,1,132,197
37,19,36,12,17,32,18,26,22,34,0,1,6,2,222,153
49,12,25,10,8,6,19,26,21,34,0,2,7,3,221,110
18,15,30,6,5,28,19,26,21,34,1,0,8,4,141,102
6,39,23,26,33,43,19,26,21,34,2,0,9,5,132,170
4,13,33,9,45,21,18,27,21,34,3,0,10,6,240,125
29,11,25,40,47,8,18,27,20,35,4,1,11,0,204,160
9,1,2,3,45,21,18,27,20,35,5,0,12,1,141,81
38,35,47,10,41,6,17,27,20,36,6,1,13,0,114,177
20,32,13,6,16,48,18,26,20,36,0,2,14,1,222,135
11,24,44,16,19,35,18,26,19,37,1,3,15,0,213,149
14,28,21,22,43,34,18,26,20,36,2,4,0,1,411,162
40,18,39,3,32,24,18,26,20,36,3,0,1,2,141,156
9,5,14,31,25,4,18,25,21,36,4,1,0,3,312,88
1,37,2,39,26,44,17,25,21,37,5,2,1,0,213,149
17,26,24,3,45,22,17,25,21,37,6,0,2,1,132,137
2,20,40,25,34,44,18,25,21,36,0,1,3,2,303,165
22,30,33,49,26,31,19,24,21,36,0,2,4,3,221,191
7,34,2,23,39,10,19,24,22,35,1,3,0,4,312,115
47,21,29,46,38,19,19,24,22,35,2,4,1,0,213,200
42,29,35,5,39,12,20,24,21,35,0,5,2,1,033,162
46,26,21,24,18,15,19,25,21,35,1,0,3,2,141,150
25,40,32,11,29,24,19,25,21,35,2,1,4,0,213,161
26,7,30,16,13,2,19,25,22,34,3,2,0,1,312,94
5,38,29,27,10,37,19,25,22,34,4,3,1,0,213,146
25,23,7,42,15,45,19,26,22,33,5,0,2,1,231,157
13,22,20,10,49,48,19,26,23,32,6,1,0,2,311,162
17,37,24,8,13,9,20,25,23,32,0,2,1,3,222,108
29,15,41,21,46,40,21,25,22,32,0,3,2,4,222,192
21,3,25,32,49,16,22,25,21,32,0,4,3,5,221,146
8,33,48,21,11,34,22,26,21,31,1,0,4,6,132,155
40,21,35,42,9,24,22,27,21,30,2,0,5,7,141,171
11,2,37,41,44,26,22,26,21,31,3,1,6,0,105,161
47,24,23,11,18,33,23,25,21,31,0,2,7,1,033,156
41,28,21,45,11,47,23,25,21,31,1,3,8,0,123,193
46,17,10,9,16,15,23,23,23,31,3,5,0,2,321,113
30,7,26,5,38,27,23,23,23,31,4,6,1,0,123,133
4,21,18,3,25,33,23,24,23,30,5,0,2,1,240,104
19,35,2,29,41,7,23,23,23,31,6,1,3,0,204,133
18,44,27,46,37,34,23,22,24,31,7,2,0,1,321,206
39,24,3,4,38,42,23,22,24,31,8,0,1,2,141,150
6,41,26,38,36,10,23,22,24,31,9,1,2,0,123,157
12,48,43,19,31,24,24,22,24,30,0,2,3,1,330,177
27,8,19,38,42,30,24,23,24,29,1,0,4,2,132,164
23,2,31,10,48,46,23,23,25,29,2,1,0,3,312,160
21,24,16,8,48,9,23,24,25,28,3,0,1,4,141,126
22,15,9,24,39,25,23,25,24,28,4,0,2,5,240,134
13,44,9,32,23,46,22,25,24,29,5,1,3,0,213,167
32,4,47,36,38,19,22,25,23,30,6,2,4,0,213,176
41,3,49,5,47,31,22,25,23,30,7,3,5,0,113,176
40,6,27,32,29,38,21,25,23,31,8,4,6,0,123,172
45,15,29,1,28,32,22,25,22,31,0,5,7,1,222,150
6,45,15,13,36,31,22,25,22,31,1,0,8,2,240,146
48,17,22,24,38,29,22,24,22,32,2,1,9,0,123,178
44,40,1,3,13,47,22,24,22,32,3,2,0,1,312,148
27,3,16,48,6,19,21,25,22,32,4,0,1,2,240,119
3,9,42,32,47,7,20,26,22,32,5,0,2,3,132,140
31,1,17,46,33,32,20,26,23,31,6,1,0,4,312,160
14,36,13,15,22,11,20,26,23,31,0,2,1,5,222,111
35,27,44,9,3,12,20,27,22,31,1,0,2,6,042,130
36,4,1,37,23,33,20,26,23,31,2,1,0,7,321,134
27,41,6,37,20,45,20,27,23,30,3,0,1,8,132,176
49,8,11,21,5,25,20,27,23,30,4,1,2,0,113,119
16,31,47,39,14,1,20,27,23,30,5,2,0,1,312,148
28,13,44,6,3,20,20,27,23,30,0,3,1,2,222,114
19,27,41,13,40,23,20,27,24,29,1,4,0,3,312,163
45,35,12,40,23,15,20,28,23,29,2,0,1,4,132,170
37,27,17,30,14,42,20,28,23,29,3,0,2,5,132,167
10,4,20,11,21,48,20,28,23,29,0,1,3,6,222,114
36,46,48,13,5,6,20,29,22,29,1,0,4,7,231,154
23,6,42,39,19,45,20,29,22,29,2,0,5,8,141,174
30,5,18,44,28,27,20,30,22,28,3,0,6,9,132,152
25,31,32,16,44,6,20,29,23,28,4,1,0,10,312,154
37,43,1,47,46,35,20,29,23,28,5,2,0,11,402,209
14,12,48,33,3,41,19,30,23,28,6,0,1,12,042,151
31,41,18,20,23,45,19,30,22,29,7,1,2,0,123,178
41,8,43,22,1,13,19,30,23,28,8,2,0,1,402,128
21,5,16,25,31,36,19,30,24,27,9,3,0,2,321,134
18,3,13,21,32,14,19,31,23,27,10,0,1,3,132,101
37,20,44,3,36,12,19,31,23,27,11,0,2,4,132,152
24,4,22,14,11,40,19,31,24,26,12,1,0,5,312,115
25,15,45,16,44,13,19,31,25,25,13,2,0,6,321,158
33,11,12,40,43,7,19,30,26,25,14,3,0,7,321,146
34,9,37,11,4,36,19,30,27,24,15,4,0,8,321,131
25,32,21,23,38,42,19,30,26,25,16,5,1,0,123,181
30,10,42,15,47,37,19,31,26,24,17,0,2,1,231,181
19,34,4,10,17,32,18,31,27,24,18,1,0,2,402,116
28,45,42,31,8,40,18,31,27,24,19,2,0,3,321,194
7,32,43,35,26,14,18,31,27,24,20,3,1,0,204,157
1,5,13,42,6,11,18,31,27,24,0,4,2,1,222,78
14,40,30,2,11,41,18,31,26,25,1,5,3,0,114,138
3,4,38,45,43,12,17,32,26,25,2,0,4,1,231,145
11,4,42,7,12,49,18,32,26,24,0,1,5,2,221,125
23,41,44,1,22,42,18,32,25,25,1,2,6,0,213,173
23,29,22,4,47,37,19,32,24,25,0,3,7,1,303,162
46,3,25,33,21,38,19,33,24,24,1,0,8,2,231,166
45,36,28,13,1,8,18,33,25,24,2,1,0,3,321,131
3,20,46,28,19,43,18,32,26,24,3,2,0,4,411,159
44,12,33,24,30,8,18,33,26,23,4,0,1,5,042,151
31,39,47,26,25,11,18,32,26,24,5,1,2,0,213,179
43,36,21,25,35,3,17,33,26,24,6,0,3,1,231,163
46,26,33,45,5,37,17,33,26,24,0,1,4,2,222,192
36,25,11,31,38,5,17,32,26,25,1,2,5,0,213,146
18,14,17,30,3,44,18,31,26,25,0,3,6,1,033,126
28,13,43,41,6,16,18,30,27,25,1,4,0,2,411,147
43,2,37,28,36,38,18,30,28,24,2,5,0,3,312,184
29,35,4,10,14,23,18,29,28,25,3,6,1,0,204,115
1,14,17,29,21,39,18,29,28,25,4,7,2,0,123,121
27,28,26,17,36,38,17,29,28,26,5,8,3,0,123,172
8,18,37,43,22,42,17,29,29,25,6,9,0,1,321,170
17,43,40,27,37,24,17,29,29,25,7,10,0,2,321,188
34,39,19,47,1,48,17,28,30,25,8,11,0,3,321,188
20,6,26,42,21,14,18,28,29,25,0,12,1,4,033,129
35,9,40,16,42,39,18,29,29,24,1,0,2,5,231,181
2,31,25,29,37,15,18,28,30,24,2,1,0,6,312,139
29,47,25,49,32,15,17,28,30,25,3,2,1,0,113,197
11,28,6,29,41,44,16,28,30,26,4,3,2,0,114,159
37,2,35,7,8,32,16,28,29,27,5,4,3,0,204,121
34,15,43,2,13,8,16,28,30,26,6,5,0,1,312,115
13,49,1,28,38,7,15,28,31,26,7,6,0,2,401,136
31,7,47,45,46,40,15,27,32,26,8,7,0,3,411,216
8,36,37,18,19,35,16,27,32,25,0,8,1,4,222,153
28,16,13,46,8,20,16,27,32,25,1,9,0,5,402,131
8,33,40,26,17,41,16,27,32,25,2,10,1,0,114,165
37,44,27,47,25,39,17,26,32,25,0,11,2,1,222,219
32,21,35,41,27,19,17,26,31,26,1,12,3,0,123,175
9,44,8,1,7,29,16,26,31,27,2,13,4,0,213,98
22,33,4,15,5,31,15,26,32,27,3,14,0,1,321,110
26,24,5,4,30,42,14,27,32,27,4,0,1,2,132,131
26,39,5,19,38,28,14,26,32,28,5,1,2,0,213,155
12,35,41,3,8,47,14,25,32,29,6,2,3,0,024,146
38,3,17,31,37,45,15,25,32,28,0,3,4,1,222,171
44,31,10,9,40,1,14,25,33,28,1,4,0,2,411,135
15,49,8,27,47,13,15,25,33,27,0,5,1,3,122,159
48,25,36,18,44,6,15,26,32,27,1,0,2,4,141,177
39,15,1,16,47,21,15,27,31,27,2,0,3,5,231,139
13,2,26,32,17,25,15,27,31,27,3,1,4,0,204,115
34,22,36,23,9,14,16,26,31,27,0,2,5,1,222,138
38,12,19,11,6,13,17,26,31,26,0,3,6,2,222,99
