b1,b2,b3,b4,b5,b6,none_T100,green_T100,red_T100,blue_T100,none_LD,green_LD,red_LD,blue_LD,colours,total
3,39,25,13,2,47,20,22,31,27,0,5,3,1,222,129
23,44,5,2,3,28,20,22,31,27,1,6,4,0,114,105
13,47,31,35,44,2,20,22,30,28,2,7,5,0,204,172
42,6,35,30,10,1,20,23,30,27,3,0,6,1,231,124
19,7,9,2,24,40,19,23,31,27,4,1,0,2,321,101
4,30,11,43,8,12,20,23,30,27,0,2,1,3,222,108
37,44,27,25,48,13,20,23,31,26,1,3,0,4,321,194
3,26,38,35,48,43,20,22,31,27,2,4,1,0,123,193
5,28,17,13,31,16,20,22,32,26,3,5,0,1,402,110
31,17,47,14,23,46,20,22,31,27,4,6,1,0,204,178
13,41,4,1,20,21,20,22,31,27,5,7,0,1,312,100
26,15,34,40,4,2,20,21,32,27,6,8,0,2,312,121
47,18,31,23,16,26,19,21,32,28,7,9,1,0,213,161
23,15,22,24,42,27,18,22,32,28,8,0,2,1,141,153
17,7,35,9,25,43,18,22,32,28,9,1,0,2,312,136
29,37,3,5,28,12,19,21,32,28,0,2,1,3,222,114
48,19,33,15,23,31,19,22,31,28,1,0,2,4,231,169
43,30,17,1,20,33,20,22,31,27,0,1,3,5,222,144
9,10,45,42,32,46,20,23,31,26,1,0,4,6,231,184
6,8,28,38,25,32,20,23,30,27,2,1,5,0,213,137
27,43,44,4,9,38,21,23,30,26,0,2,6,1,222,165
35,33,43,21,36,23,21,24,30,25,1,0,7,2,132,191
49,6,17,35,26,4,21,24,30,25,2,1,8,0,113,137
45,2,47,15,46,27,21,25,30,24,3,0,9,1,132,182
20,16,30,28,49,27,22,24,30,24,0,1,10,2,221,170
49,2,13,21,24,14,23,24,29,24,0,2,11,3,122,123
2,33,47,45,11,34,23,23,29,25,1,3,12,0,123,172
15,5,26,16,21,8,23,23,29,25,2,4,13,0,123,91
8,11,32,9,14,17,23,23,28,26,3,5,14,0,015,91
24,21,30,3,33,39,22,24,28,26,4,0,15,1,060,150
2,21,26,33,35,37,21,24,28,27,5,1,16,0,123,154
8,43,14,13,25,6,21,24,28,27,6,2,0,1,312,109
22,32,24,15,13,17,22,24,27,27,0,3,1,2,222,123
23,42,19,26,40,31,22,24,27,27,1,4,0,3,312,181
46,38,28,2,36,49,23,24,26,27,0,5,1,4,212,199
49,12,39,37,21,30,23,25,25,27,1,0,2,5,140,188
47,7,39,25,12,43,23,25,25,27,2,1,0,6,321,173
48,27,40,7,13,25,22,25,26,27,3,2,0,7,420,160
23,26,32,39,7,4,22,25,26,27,4,3,1,0,213,131
41,14,46,11,18,19,22,24,26,28,5,4,2,0,213,149
40,30,49,19,10,48,22,23,27,28,6,5,0,1,320,196
3,42,13,2,20,34,23,23,26,28,0,6,1,2,222,114
11,49,7,29,46,9,23,23,26,28,0,7,2,3,212,151
16,19,26,37,33,29,22,23,27,28,1,8,0,4,312,160
3,13,12,35,22,40,22,22,28,28,2,9,0,5,321,125
25,7,19,40,4,12,22,21,29,28,3,10,0,6,510,107
27,1,38,6,3,16,21,22,29,28,4,0,1,7,231,91
28,45,12,25,43,17,21,22,29,28,5,1,0,8,321,170
39,14,27,3,2,37,21,23,29,27,6,0,1,9,132,122
44,47,24,39,41,23,20,23,29,28,7,1,2,0,024,218
2,45,28,40,41,12,21,23,29,27,0,2,3,1,222,168
23,4,17,46,14,25,22,22,29,27,0,3,4,2,303,129
23,38,21,44,32,3,21,22,29,28,1,4,5,0,024,161
18,47,39,17,31,7,22,21,29,28,0,5,6,1,222,159
6,37,8,12,45,9,22,22,29,27,1,0,7,2,141,117
7,41,28,39,44,19,22,22,30,26,2,1,0,3,312,178
37,5,49,6,15,29,23,22,30,25,0,2,1,4,122,141
6,25,37,47,26,5,23,22,30,25,1,3,2,0,213,146
45,41,38,40,34,37,22,22,31,25,2,4,0,1,312,235
23,22,24,28,34,14,22,21,32,25,3,5,0,2,312,145
